Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Nicolas Jackson,15,sn SEN,FW,23-219,60,11,11,0,0,0,0,0,0,0,0,0,0,7,0,1
Christopher Nkunku,18,fr FRA,FW,27-072,30,15,14,1,1,0,0,0,0,0,0,0,0,13,0,0
Jadon Sancho,19,eng ENG,LW,24-306,72,14,14,0,0,0,0,0,0,0,0,0,0,12,0,0
Pedro Neto,7,pt POR,LW,24-322,18,12,10,2,0,0,0,4,0,2,0,1,1,8,0,2
Noni Madueke,11,eng ENG,RW,22-321,90,21,21,0,0,0,1,3,0,0,0,0,0,13,0,0
Cole Palmer,20,eng ENG,AM,22-264,90,30,24,6,2,0,0,0,0,0,0,0,0,24,0,0
Enzo Fernández,8,ar ARG,DM,24-008,90,39,37,1,1,0,1,0,0,0,0,0,0,31,1,0
Moisés Caicedo,25,ec ECU,DM,23-084,90,46,46,0,0,0,0,0,0,0,0,0,0,44,0,0
Marc Cucurella,3,es ESP,LB,26-187,90,54,45,8,0,1,0,1,8,0,0,0,0,46,1,1
Levi Colwill,6,eng ENG,CB,21-334,90,71,61,10,3,0,0,0,0,0,0,0,0,64,0,0
Trevoh Chalobah,23,eng ENG,CB,25-204,90,55,54,1,1,1,0,0,0,0,0,0,0,46,0,0
Reece James,24,eng ENG,RB,25-048,72,35,23,12,0,0,0,1,11,1,0,0,1,25,0,2
Malo Gusto,27,fr FRA,RB,21-251,18,22,13,9,0,0,0,0,9,0,0,0,0,19,0,1
Robert Sánchez,1,es ESP,GK,27-068,90,41,38,3,3,0,0,0,0,0,0,0,0,23,0,0
