Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Luis Díaz,7,co COL,FW,28-012,85,38,0,5,5,29,5,38,7,4,57.1,3,42.9,26,184,95,4,2,3,0,4,29,9
Federico Chiesa,14,it ITA,"LW,FW",27-092,5,3,0,0,3,0,0,3,0,0,,0,,0,0,0,0,0,0,0,0,1,0
Cody Gakpo,18,nl NED,LW,25-263,67,42,0,2,9,31,3,42,3,2,66.7,1,33.3,29,198,58,1,0,0,3,1,33,12
Darwin Núñez,9,uy URU,"LW,FW",25-215,23,12,0,1,6,5,1,12,0,0,,0,,6,24,13,0,0,0,0,0,8,2
Mohamed Salah,11,eg EGY,"RW,AM",32-224,90,60,0,1,17,42,10,60,6,4,66.7,2,33.3,46,240,122,5,1,6,3,5,54,15
Dominik Szoboszlai,8,hu HUN,AM,24-092,67,48,0,3,18,27,6,48,0,0,,0,,23,93,40,0,1,0,2,0,32,8
Harvey Elliott,19,eng ENG,"AM,RW",21-296,23,29,0,4,5,20,1,29,0,0,,0,,21,97,29,0,0,0,0,0,26,1
Alexis Mac Allister,10,ar ARG,DM,26-032,79,73,2,5,33,36,4,73,4,2,50.0,1,25.0,45,230,88,0,3,0,0,3,56,6
Jayden Danns,76,eng ENG,DM,19-009,11,2,0,0,0,2,0,2,0,0,,0,,1,2,1,0,0,0,0,1,1,0
Ryan Gravenberch,38,nl NED,DM,22-254,67,50,1,7,24,19,0,50,1,1,100.0,0,0.0,34,129,60,1,3,0,2,1,36,2
Wataru Endo,3,jp JPN,DM,31-351,23,11,1,1,8,2,0,11,0,0,,0,,4,20,15,0,0,0,0,0,6,0
Andrew Robertson,26,sct SCO,LB,30-320,90,110,4,17,47,47,2,110,0,0,,0,,80,436,295,9,9,0,1,0,87,15
Virgil van Dijk,4,nl NED,CB,33-201,90,140,4,20,91,29,1,140,0,0,,0,,99,634,396,3,2,0,0,0,118,0
Ibrahima Konaté,5,fr FRA,CB,25-245,90,134,2,22,83,30,0,134,0,0,,0,,97,386,187,2,1,0,1,0,106,0
Trent Alexander-Arnold,66,eng ENG,RB,26-110,90,110,2,12,32,66,3,110,3,3,100.0,0,0.0,64,322,127,3,1,1,0,0,83,6
Alisson,1,br BRA,GK,32-115,90,24,17,24,0,0,0,24,0,0,,0,,16,79,47,0,0,0,0,0,16,0
