Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Luis Díaz,7,co COL,FW,28-012,85,33,33,0,0,0,0,1,0,0,0,0,0,26,0,1
Federico Chiesa,14,it ITA,"LW,FW",27-092,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
Cody Gakpo,18,nl NED,LW,25-263,67,29,29,0,0,0,0,3,0,0,0,0,0,24,0,0
Darwin Núñez,9,uy URU,"LW,FW",25-215,23,9,8,1,0,0,0,1,0,0,0,0,0,7,0,1
Mohamed Salah,11,eg EGY,"RW,AM",32-224,90,50,48,2,0,0,0,3,2,0,0,0,0,37,0,1
Dominik Szoboszlai,8,hu HUN,AM,24-092,67,39,36,3,0,0,1,1,2,1,1,0,0,35,0,0
Harvey Elliott,19,eng ENG,"AM,RW",21-296,23,27,27,0,0,0,2,1,0,0,0,0,0,22,0,1
Alexis Mac Allister,10,ar ARG,DM,26-032,79,55,55,0,0,0,0,2,0,0,0,0,0,50,0,1
Jayden Danns,76,eng ENG,DM,19-009,11,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Ryan Gravenberch,38,nl NED,DM,22-254,67,44,43,1,0,1,0,0,0,0,0,0,0,40,0,1
Wataru Endo,3,jp JPN,DM,31-351,23,9,9,0,0,0,0,0,0,0,0,0,0,9,0,0
Andrew Robertson,26,sct SCO,LB,30-320,90,106,95,11,3,0,0,7,6,2,1,1,0,91,0,1
Virgil van Dijk,4,nl NED,CB,33-201,90,136,132,4,4,0,1,0,0,0,0,0,0,132,0,0
Ibrahima Konaté,5,fr FRA,CB,25-245,90,126,124,2,1,0,0,0,1,0,0,0,0,117,0,0
Trent Alexander-Arnold,66,eng ENG,RB,26-110,90,101,92,9,2,0,0,5,7,0,0,0,0,81,0,3
Alisson,1,br BRA,GK,32-115,90,23,20,3,2,0,0,0,0,0,0,0,0,22,0,0
