Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Kai Havertz,29,de GER,FW,25-180,73,18,17,1,0,0,0,0,1,0,0,0,0,16,0,0
Gabriel Jesus,9,br BRA,FW,27-249,17,6,6,0,0,0,0,0,0,0,0,0,0,1,0,2
Leandro Trossard,19,be BEL,LW,30-004,59,24,24,0,0,2,0,2,0,0,0,0,0,15,0,0
Gabriel Martinelli,11,br BRA,LW,23-173,31,16,16,0,0,0,0,6,0,0,0,0,0,9,0,2
Bukayo Saka,7,eng ENG,RW,23-094,90,48,43,5,1,0,0,13,1,3,3,0,0,32,0,2
Declan Rice,41,eng ENG,"LM,CM",25-329,90,60,51,9,5,1,1,7,0,3,3,0,0,56,0,0
Jorginho,20,it ITA,CM,32-354,73,58,58,0,0,0,0,0,0,0,0,0,0,52,0,0
Mikel Merino,23,es ESP,LM,28-169,17,10,10,0,0,1,0,1,0,0,0,0,0,7,0,0
Martin Ødegaard,8,no NOR,RM,25-357,78,61,56,4,2,0,0,4,1,0,0,0,0,50,1,4
Ethan Nwaneri,53,eng ENG,RM,17-262,12,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
Jurriën Timber,12,nl NED,LB,23-174,90,56,48,7,0,0,0,0,7,0,0,0,0,51,1,0
Jakub Kiwior,15,pl POL,CB,24-297,90,70,69,0,0,0,0,0,0,0,0,0,0,62,1,0
William Saliba,2,fr FRA,CB,23-259,90,99,97,2,1,0,2,0,0,0,0,0,0,89,0,1
Thomas Partey,5,gh GHA,RB,31-178,90,97,84,13,0,0,0,0,13,0,0,0,0,90,0,0
David Raya,22,es ESP,GK,29-084,90,23,21,2,1,0,0,0,0,0,0,0,0,22,0,0
