Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Kai Havertz,29,de GER,FW,25-180,73,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Gabriel Jesus,9,br BRA,FW,27-249,17,1,1,0,1,0,0,0,,0,1,0,1,0,1,0,0
Leandro Trossard,19,be BEL,LW,30-004,59,0,0,0,0,0,0,0,,0,1,0,1,1,1,1,0
Gabriel Martinelli,11,br BRA,LW,23-173,31,1,1,0,0,1,1,1,100.0,0,0,0,0,0,1,0,0
Bukayo Saka,7,eng ENG,RW,23-094,90,0,0,0,0,0,0,0,,0,2,0,2,0,0,1,0
Declan Rice,41,eng ENG,"LM,CM",25-329,90,1,1,0,1,0,0,1,0.0,1,0,0,0,1,2,1,0
Jorginho,20,it ITA,CM,32-354,73,2,0,0,1,1,0,1,0.0,1,0,0,0,2,4,0,0
Mikel Merino,23,es ESP,LM,28-169,17,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
Martin Ødegaard,8,no NOR,RM,25-357,78,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Ethan Nwaneri,53,eng ENG,RM,17-262,12,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Jurriën Timber,12,nl NED,LB,23-174,90,1,0,1,0,0,0,0,,0,0,0,0,0,1,1,0
Jakub Kiwior,15,pl POL,CB,24-297,90,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,2,0
William Saliba,2,fr FRA,CB,23-259,90,1,1,0,1,0,1,1,100.0,0,0,0,0,1,2,3,0
Thomas Partey,5,gh GHA,RB,31-178,90,2,2,0,1,1,1,2,50.0,1,2,0,2,0,2,1,0
David Raya,22,es ESP,GK,29-084,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
