Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Ben Brereton,17,cl CHI,"FW,LW",25-128,90,0,0,0,2,1,0,2,0,0,0,0,0,1,1,2,33.3
Adam Armstrong,9,eng ENG,FW,27-196,70,1,0,0,1,1,0,0,0,1,0,0,0,2,0,0,
Samuel Edozie,23,eng ENG,"WB,RW",21-209,20,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,
Joe Aribo,7,ng NGA,"CM,LM",28-034,75,0,0,0,2,1,0,1,0,0,0,0,0,4,0,0,
Charlie Taylor,21,eng ENG,"WB,LM",30-341,15,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,
Flynn Downes,4,eng ENG,CM,25-217,90,1,0,0,1,3,0,0,2,1,0,0,0,7,1,3,25.0
William Smallbone,8,ie IRL,"CM,RM",24-185,83,0,0,0,1,1,0,3,0,0,0,0,0,4,0,0,
Tyler Dibling,33,eng ENG,CM,18-165,7,0,0,0,1,1,0,0,0,1,0,0,0,2,0,0,
Kyle Walker-Peters,2,eng ENG,"WB,CB,RB",27-133,90,0,0,0,1,2,0,1,0,3,0,0,0,5,0,0,
Yukinari Sugawara,16,jp JPN,WB,24-057,70,0,0,0,1,2,0,2,0,3,0,0,0,1,0,2,0.0
Cameron Archer,19,eng ENG,FW,23-034,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jack Stephens,5,eng ENG,"CB,LB",30-210,90,0,0,0,1,0,0,0,0,2,0,0,0,2,1,2,33.3
Jan Bednarek,35,pl POL,CB,28-134,90,1,0,0,1,0,0,0,0,0,0,0,0,8,1,1,50.0
Taylor Harwood-Bellis,6,eng ENG,CB,22-207,75,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,
Mateus Fernandes,18,pt POR,"CM,CB",20-045,15,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.0
Alex McCarthy,1,eng ENG,GK,34-265,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
