Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Beto,14,gw GNB,FW,26-305,66,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
Dominic Calvert-Lewin,9,eng ENG,FW,27-260,24,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0
Iliman Ndiaye,10,sn SEN,LW,24-270,90,27,26,1,1,0,0,4,0,0,0,0,0,21,0,2
Jesper Lindstrøm,29,dk DEN,RW,24-276,66,13,13,0,0,0,0,1,0,0,0,0,0,6,0,1
Jack Harrison,11,eng ENG,RW,28-011,24,14,13,0,0,1,0,1,0,0,0,0,0,10,1,1
Dwight McNeil,7,eng ENG,AM,25-009,90,45,37,7,1,1,0,5,0,2,1,1,0,37,1,0
Idrissa Gana Gueye,27,sn SEN,DM,35-066,66,41,39,2,1,0,0,0,0,0,0,0,0,35,0,1
Orel Mangala,8,be BEL,DM,26-258,24,14,14,0,0,0,0,0,0,0,0,0,0,13,0,0
Abdoulaye Doucouré,16,ml MLI,DM,31-335,90,47,46,1,1,0,0,0,0,0,0,0,0,43,0,0
Vitaliy Mykolenko,19,ua UKR,LB,25-186,90,27,23,4,0,0,0,0,4,0,0,0,0,23,0,0
Jarrad Branthwaite,32,eng ENG,CB,22-157,90,50,47,3,3,0,0,0,0,0,0,0,0,47,0,0
James Tarkowski,6,eng ENG,CB,32-012,81,51,49,2,2,0,0,0,0,0,0,0,0,49,0,0
Jake O'Brien,15,ie IRL,CB,23-200,9,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0
Ashley Young,18,eng ENG,RB,39-145,72,38,33,5,0,0,0,1,5,0,0,0,0,28,0,1
Nathan Patterson,2,sct SCO,RB,23-046,18,14,12,2,0,1,0,1,2,0,0,0,0,12,0,0
Jordan Pickford,1,eng ENG,GK,30-269,90,46,39,7,4,0,1,0,0,0,0,0,0,34,0,0
