Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Omar Marmoush,7,eg EGY,FW,26-054,90,20,19,0,0,0,0,0,0,0,0,0,0,17,1,0
Jeremy Doku,11,be BEL,LW,22-310,77,54,54,0,0,0,0,4,0,0,0,0,0,46,0,1
James Mcatee,87,eng ENG,AM,22-166,13,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0
Sávio,26,br BRA,RW,20-357,84,43,41,2,1,0,0,2,0,1,0,0,0,38,0,0
Oscar Bobb,52,no NOR,RW,21-264,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
Jack Grealish,10,eng ENG,"AM,LW",29-204,90,55,55,0,0,0,0,0,0,0,0,0,0,51,0,1
İlkay Gündoğan,19,de GER,DM,34-160,89,103,94,9,3,0,0,6,1,4,3,0,0,90,0,0
Rico Lewis,82,eng ENG,DM,20-132,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
Nicolás González,14,es ESP,DM,23-089,90,72,71,1,1,0,0,0,0,0,0,0,0,69,0,0
Nico O’Reilly,75,eng ENG,LB,20-012,90,77,73,3,0,0,0,0,3,0,0,0,0,66,1,1
Joško Gvardiol,24,hr CRO,CB,23-069,89,111,110,1,1,1,0,0,0,0,0,0,0,110,0,0
Vitor Reis,22,br BRA,CB,19-080,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
Rúben Dias,3,pt POR,CB,27-323,90,128,127,1,1,0,0,0,0,0,0,0,0,123,0,0
Matheus Nunes,27,pt POR,RB,26-218,90,109,103,6,0,0,1,0,6,0,0,0,0,103,0,1
Ederson,31,br BRA,GK,31-228,90,26,23,3,0,0,0,0,0,0,0,0,0,26,0,0
