Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Dominic Calvert-Lewin,9,eng ENG,FW,27-238,74,18,18,0,0,0,0,1,0,0,0,0,0,11,0,3
Beto,14,gw GNB,FW,26-283,16,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
Iliman Ndiaye,10,sn SEN,LW,24-248,90,38,37,1,0,0,0,1,1,0,0,0,0,30,0,1
Jesper Lindstrøm,29,dk DEN,RW,24-254,90,46,38,8,2,1,0,10,0,6,2,2,1,28,0,3
Abdoulaye Doucouré,16,ml MLI,AM,31-313,85,35,35,0,0,0,0,0,0,0,0,0,0,32,0,1
Jack Harrison,11,eng ENG,AM,27-355,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Orel Mangala,8,be BEL,DM,26-236,90,40,39,1,1,0,0,0,0,0,0,0,0,36,0,1
Idrissa Gana Gueye,27,sn SEN,DM,35-044,90,67,64,3,0,1,0,2,2,0,0,0,0,53,0,3
Vitaliy Mykolenko,19,ua UKR,LB,25-164,90,68,50,17,0,0,0,4,17,0,0,0,0,48,1,1
Jarrad Branthwaite,32,eng ENG,CB,22-135,90,42,42,0,0,0,0,0,0,0,0,0,0,32,0,1
James Tarkowski,6,eng ENG,CB,31-356,90,53,52,1,1,0,2,0,0,0,0,0,0,44,0,0
Ashley Young,18,eng ENG,RB,39-123,90,66,53,13,1,0,0,8,12,0,0,0,0,43,0,0
Jordan Pickford,1,eng ENG,GK,30-247,90,39,28,11,6,0,0,0,0,0,0,0,0,26,0,0
