Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Jamie Vardy,9,eng ENG,FW,38-007,90,0,0,0,1,0,1,0,1,1,0,0,0,1,2,2,50.0
Stephy Mavididi,10,eng ENG,LW,26-232,70,0,0,0,0,0,0,3,0,0,0,0,0,1,2,1,66.7
Patson Daka,20,zm ZAM,LW,26-101,20,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0.0
Jordan Ayew,18,gh GHA,"RW,AM",33-129,70,0,0,0,0,1,0,1,2,1,0,0,0,3,1,6,14.3
Facundo Buonanotte,40,ar ARG,AM,20-026,20,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,
Bilal El Khannouss,11,ma MAR,AM,20-253,63,0,0,0,0,1,0,4,0,1,0,0,0,3,4,1,80.0
Kasey McAteer,35,ie IRL,RW,23-057,27,1,0,0,1,1,0,0,1,1,0,0,0,1,2,0,100.0
Boubakary Soumaré,24,fr FRA,DM,25-326,90,0,0,0,1,2,0,2,1,0,0,0,0,8,2,1,66.7
Harry Winks,8,eng ENG,DM,28-351,63,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,
Oliver Skipp,22,eng ENG,DM,24-124,27,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,
Victor Bernth Kristiansen,16,dk DEN,LB,22-033,90,0,0,0,0,0,0,4,1,1,0,0,0,5,1,3,25.0
Jannik Vestergaard,23,dk DEN,CB,32-168,90,1,0,0,1,0,0,0,0,0,0,0,0,2,1,3,25.0
Wout Faes,3,be BEL,CB,26-290,90,1,0,0,2,0,0,0,1,1,0,0,0,3,4,0,100.0
James Justin,2,eng ENG,RB,26-330,90,0,0,0,1,1,1,2,1,0,0,0,0,2,1,2,33.3
Jakub Stolarczyk,41,pl POL,GK,24-030,90,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,
