Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Jamie Vardy,9,eng ENG,FW,38-007,90,10,10,0,0,0,0,0,0,0,0,0,0,7,0,0
Stephy Mavididi,10,eng ENG,LW,26-232,70,18,17,1,0,0,0,3,1,0,0,0,0,12,0,1
Patson Daka,20,zm ZAM,LW,26-101,20,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0
Jordan Ayew,18,gh GHA,"RW,AM",33-129,70,21,19,2,0,1,0,1,1,0,0,0,0,14,0,0
Facundo Buonanotte,40,ar ARG,AM,20-026,20,8,5,2,1,0,0,1,0,1,1,0,0,4,1,1
Bilal El Khannouss,11,ma MAR,AM,20-253,63,32,25,7,2,0,0,4,0,3,1,0,1,20,0,0
Kasey McAteer,35,ie IRL,RW,23-057,27,6,6,0,0,0,0,0,0,0,0,0,0,5,0,1
Boubakary Soumaré,24,fr FRA,DM,25-326,90,59,58,1,0,0,0,2,1,0,0,0,0,49,0,0
Harry Winks,8,eng ENG,DM,28-351,63,29,29,0,0,0,0,0,0,0,0,0,0,25,0,0
Oliver Skipp,22,eng ENG,DM,24-124,27,13,12,1,0,0,0,0,1,0,0,0,0,8,0,1
Victor Bernth Kristiansen,16,dk DEN,LB,22-033,90,45,37,7,0,0,0,4,6,1,1,0,0,38,1,1
Jannik Vestergaard,23,dk DEN,CB,32-168,90,46,39,7,3,0,0,0,0,0,0,0,0,42,0,0
Wout Faes,3,be BEL,CB,26-290,90,46,46,0,0,0,0,0,0,0,0,0,0,37,0,0
James Justin,2,eng ENG,RB,26-330,90,45,36,9,1,0,0,2,8,0,0,0,0,30,0,3
Jakub Stolarczyk,41,pl POL,GK,24-030,90,36,27,9,3,0,0,0,0,0,0,0,0,21,0,0
