Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Alexander Isak,14,se SWE,FW,25-042,90,20,19,1,0,0,0,0,0,0,0,0,0,15,0,1
Joelinton,7,br BRA,LW,28-080,90,25,25,0,0,0,0,1,0,0,0,0,0,23,0,0
Anthony Gordon,10,eng ENG,RW,23-252,84,34,29,5,1,0,0,7,1,3,2,1,0,18,0,4
Harvey Barnes,11,eng ENG,"RW,RM",26-329,6,4,4,0,0,0,0,0,0,0,0,0,0,2,0,1
Joe Willock,28,eng ENG,LM,25-074,64,14,14,0,0,0,0,1,0,0,0,0,0,11,0,0
Sandro Tonali,8,it ITA,"LM,CM",24-178,26,8,7,1,0,0,0,3,0,1,0,1,0,5,0,0
Bruno Guimarães,39,br BRA,CM,26-352,89,37,35,2,2,1,0,0,0,0,0,0,0,28,0,1
Lloyd Kelly,25,eng ENG,"CB,CM",26-027,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sean Longstaff,36,eng ENG,RM,27-003,90,19,19,0,0,0,0,0,0,0,0,0,0,14,0,2
Lewis Hall,20,eng ENG,LB,20-055,90,41,29,12,6,0,1,0,6,0,0,0,0,30,0,0
Dan Burn,33,eng ENG,CB,32-177,90,23,22,1,1,0,0,0,0,0,0,0,0,16,0,0
Fabian Schär,5,ch SUI,CB,32-318,90,33,29,4,4,0,2,1,0,0,0,0,0,22,0,1
Valentino Livramento,21,eng ENG,RB,21-356,90,34,23,11,0,0,0,0,11,0,0,0,0,28,0,2
Nick Pope,22,eng ENG,GK,32-197,90,28,13,15,4,0,0,0,0,0,0,0,0,6,0,0
