Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Jáder Durán,9,co COL,FW,20-360,57,20,0,1,10,10,5,20,1,0,0.0,0,0.0,9,41,20,1,1,0,0,0,16,4
Ollie Watkins,11,eng ENG,FW,28-343,33,13,0,2,2,10,8,13,0,0,,0,,11,137,97,3,1,2,1,0,13,4
Morgan Rogers,27,eng ENG,LW,22-134,90,42,2,5,17,21,4,42,4,1,25.0,3,75.0,25,211,170,4,1,2,4,1,31,9
Leon Bailey,31,jm JAM,RW,27-120,58,28,0,1,8,19,3,28,4,0,0.0,1,25.0,18,124,52,2,2,1,1,0,22,5
Jaden Philogene Bidace,19,eng ENG,RW,22-303,32,28,0,4,11,14,3,28,3,1,33.3,2,66.7,13,119,88,3,2,2,0,1,16,3
John McGinn,7,sct SCO,AM,30-050,90,41,0,3,20,18,5,41,2,0,0.0,0,0.0,27,122,57,2,2,0,1,1,32,3
Youri Tielemans,8,be BEL,DM,27-214,58,49,2,9,34,7,0,49,1,0,0.0,1,100.0,27,121,43,0,0,0,2,0,36,0
Ross Barkley,6,eng ENG,DM,31-002,32,20,1,5,10,5,4,20,0,0,,0,,10,42,16,0,0,0,0,0,10,0
Boubacar Kamara,44,fr FRA,DM,25-014,90,52,2,12,33,7,1,52,2,0,0.0,1,50.0,19,106,60,2,0,0,0,1,33,0
Ian Maatsen,22,nl NED,LB,22-272,57,40,4,18,15,8,2,40,1,0,0.0,1,100.0,25,161,97,2,0,1,1,2,24,2
Lucas Digne,12,fr FRA,LB,31-140,33,25,2,6,7,14,0,25,0,0,,0,,7,28,21,1,1,0,0,0,8,2
Pau Torres,14,es ESP,CB,27-326,90,54,7,32,20,2,2,54,1,1,100.0,0,0.0,30,207,131,0,0,0,0,0,38,0
Diego Carlos,3,br BRA,CB,31-267,90,58,7,38,18,2,2,58,0,0,,0,,23,96,50,0,0,0,0,0,43,0
Ezri Konsa,4,eng ENG,RB,27-045,90,64,4,19,37,9,1,64,2,2,100.0,0,0.0,26,104,37,1,0,0,1,0,37,2
Emiliano Martínez,23,ar ARG,GK,32-096,90,28,23,28,0,0,0,28,0,0,,0,,18,93,46,0,0,0,0,0,18,0
