Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Ollie Watkins,11,eng ENG,FW,28-266,89,21,0,0,3,18,5,21,2,0,0.0,2,100.0,13,66,39,4,1,1,4,0,17,7
Emi Buendía,10,ar ARG,FW,27-271,1,4,0,0,3,1,0,4,0,0,,0,,5,7,5,0,0,0,0,1,5,1
Jacob Ramsey,41,eng ENG,LW,23-116,61,26,2,2,7,17,1,26,1,1,100.0,0,0.0,23,84,31,1,1,0,3,0,24,8
Jáder Durán,9,co COL,LW,20-283,29,12,0,0,5,7,2,12,1,0,0.0,1,100.0,11,18,2,0,0,0,0,1,11,1
John McGinn,7,sct SCO,RW,29-339,45,19,0,2,9,8,0,19,0,0,,0,,11,64,41,1,1,0,0,0,12,3
Ian Maatsen,22,nl NED,LB,22-195,45,27,1,6,9,12,2,27,1,0,0.0,1,100.0,11,35,5,0,0,1,0,2,13,3
Morgan Rogers,27,eng ENG,AM,22-057,90,47,1,8,14,26,7,47,6,2,33.3,4,66.7,23,137,45,2,3,1,4,1,30,12
Youri Tielemans,8,be BEL,DM,27-137,90,75,0,8,43,24,1,75,3,2,66.7,1,33.3,34,116,42,1,1,0,0,2,49,3
Amadou Onana,24,be BEL,DM,23-036,61,37,5,6,22,9,1,37,0,0,,0,,21,92,46,0,1,0,0,2,21,2
Ross Barkley,6,eng ENG,DM,30-291,29,26,0,4,17,5,0,26,1,0,0.0,1,100.0,11,61,23,0,0,0,0,1,15,1
Lucas Digne,12,fr FRA,LB,31-063,45,27,1,1,12,14,0,27,1,1,100.0,0,0.0,13,28,11,0,0,0,0,0,13,1
Leon Bailey,31,jm JAM,RW,27-043,45,28,0,2,3,23,7,28,5,1,20.0,0,0.0,20,157,85,7,1,5,3,2,21,7
Pau Torres,14,es ESP,CB,27-249,90,61,2,15,41,5,0,61,1,1,100.0,0,0.0,46,323,230,4,3,0,0,0,50,1
Diego Carlos,3,br BRA,CB,31-190,90,75,9,26,48,2,0,75,0,0,,0,,59,313,186,0,2,0,0,0,58,0
Ezri Konsa,4,eng ENG,RB,26-334,90,66,1,10,41,15,2,66,2,1,50.0,1,50.0,50,245,160,3,3,0,0,0,49,3
Emiliano Martínez,23,ar ARG,GK,32-019,90,33,18,33,0,0,0,33,0,0,,0,,23,96,49,0,0,0,0,0,18,0
