Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Liam Delap,19,eng ENG,FW,22-018,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0
Jack Clarke,47,eng ENG,"AM,LW",24-095,90,2,1,0,0,2,2,3,66.7,1,0,0,0,0,2,1,0
Omari Hutchinson,20,eng ENG,AM,21-119,65,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,0,0
Nathan Broadhead,33,wls WAL,AM,26-327,25,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Jens Cajuste,12,se SWE,"CM,DM",25-200,89,1,1,1,0,0,0,2,0.0,2,0,0,0,1,2,2,0
Sammie Szmodics,23,ie IRL,DM,29-155,1,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0
Sam Morsy,5,eg EGY,CM,33-169,65,4,3,3,1,0,2,2,100.0,0,0,0,0,1,5,0,0
Jack Taylor,14,ie IRL,DM,26-248,25,1,1,0,1,0,1,1,100.0,0,1,0,1,0,1,0,0
Leif Davis,3,eng ENG,"WB,LB",25-045,79,2,1,0,1,1,2,2,100.0,0,0,0,0,0,2,3,0
George Hirst,27,sct SCO,LB,26-011,11,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Jaden Philogene Bidace,29,eng ENG,"WB,RW",23-018,90,3,3,2,0,1,2,4,50.0,2,0,0,0,3,6,2,1
Jacob Greaves,24,eng ENG,CB,24-167,90,2,1,2,0,0,2,2,100.0,0,0,0,0,1,3,4,0
Dara O'Shea,26,ie IRL,CB,25-359,90,0,0,0,0,0,0,0,,0,2,2,0,1,1,8,1
Axel Tuanzebe,40,cd COD,"CB,RB",27-104,79,0,0,0,0,0,0,1,0.0,1,1,1,0,3,3,1,0
Ben Johnson,18,eng ENG,RB,25-033,11,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Alex Palmer,31,eng ENG,GK,28-200,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
