Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Evanilson,9,br BRA,FW,24-351,75,16,0,0,8,8,2,16,1,0,0.0,1,100.0,8,50,42,1,0,0,0,0,10,0
Enes Ünal,26,tr TUR,FW,27-134,15,4,0,0,2,2,0,4,0,0,,0,,2,8,0,0,0,0,0,0,3,0
Marcus Tavernier,16,eng ENG,"AM,LW",25-183,90,56,0,7,27,24,0,56,3,2,66.7,1,33.3,26,168,59,0,1,0,2,5,35,4
Antoine Semenyo,24,gh GHA,RW,24-258,69,28,0,5,11,14,3,28,4,3,75.0,1,25.0,16,144,70,2,2,0,1,0,21,6
Luis Sinisterra,17,co COL,LW,25-096,21,19,0,0,4,15,5,19,2,1,50.0,1,50.0,8,48,25,0,0,0,0,0,11,2
Justin Kluivert,19,nl NED,AM,25-139,45,15,1,5,5,5,4,15,0,0,,0,,7,94,76,2,2,2,3,1,9,2
Dango Ouattara,11,bf BFA,"RW,LW",22-223,45,26,1,3,4,19,6,26,7,3,42.9,4,57.1,17,156,93,5,1,3,0,0,17,12
Ryan Christie,10,sct SCO,DM,29-212,69,38,0,10,17,11,2,38,3,1,33.3,2,66.7,17,78,34,0,1,1,2,1,29,2
Alex Scott,8,eng ENG,DM,21-031,21,20,0,0,10,10,1,20,1,0,0.0,1,100.0,10,57,20,1,1,0,0,0,17,2
Lewis Cook,4,eng ENG,DM,27-231,90,62,4,16,27,20,3,62,1,0,0.0,1,100.0,19,105,75,0,3,0,1,0,32,3
Milos Kerkez,3,hu HUN,LB,20-319,90,56,3,10,30,16,0,56,1,1,100.0,0,0.0,23,162,137,3,0,0,1,0,31,4
Dean Huijsen,2,es ESP,CB,19-160,90,52,10,29,22,1,1,52,0,0,,0,,27,79,38,0,0,0,0,0,40,0
Illia Zabarnyi,27,ua UKR,CB,22-020,90,74,16,40,34,0,0,74,0,0,,0,,30,104,54,0,0,0,1,0,52,1
Julian Araujo,22,mx MEX,RB,23-039,69,45,4,19,22,4,0,45,0,0,,0,,20,87,44,1,0,0,1,1,25,3
Adam Smith,15,eng ENG,RB,33-145,21,6,1,3,3,0,0,6,0,0,,0,,3,17,11,0,0,0,0,0,3,0
Kepa Arrizabalaga,13,es ESP,GK,29-354,90,39,35,39,0,0,0,39,0,0,,0,,21,82,62,0,0,0,0,0,22,0
