Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Evanilson,9,br BRA,FW,24-351,75,0,0,0,1,0,1,0,0,1,0,0,0,2,1,3,25.0
Enes Ünal,26,tr TUR,FW,27-134,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Marcus Tavernier,16,eng ENG,"AM,LW",25-183,90,0,0,0,0,1,0,7,1,1,0,0,0,8,0,1,0.0
Antoine Semenyo,24,gh GHA,RW,24-258,69,0,0,0,0,1,1,1,0,0,0,0,0,3,0,2,0.0
Luis Sinisterra,17,co COL,LW,25-096,21,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0.0
Justin Kluivert,19,nl NED,AM,25-139,45,1,0,0,3,0,0,0,0,2,0,0,0,0,0,2,0.0
Dango Ouattara,11,bf BFA,"RW,LW",22-223,45,0,0,0,0,1,0,5,0,1,0,0,0,4,1,0,100.0
Ryan Christie,10,sct SCO,DM,29-212,69,1,0,0,2,0,0,0,0,0,0,0,0,5,0,0,
Alex Scott,8,eng ENG,DM,21-031,21,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,
Lewis Cook,4,eng ENG,DM,27-231,90,1,0,0,1,0,0,7,2,1,0,0,0,4,2,0,100.0
Milos Kerkez,3,hu HUN,LB,20-319,90,0,0,0,2,4,0,3,1,0,0,0,0,6,0,0,
Dean Huijsen,2,es ESP,CB,19-160,90,1,0,0,2,0,0,0,0,1,0,0,0,4,1,0,100.0
Illia Zabarnyi,27,ua UKR,CB,22-020,90,0,0,0,0,0,0,0,2,3,0,0,0,2,1,0,100.0
Julian Araujo,22,mx MEX,RB,23-039,69,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,
Adam Smith,15,eng ENG,RB,33-145,21,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
Kepa Arrizabalaga,13,es ESP,GK,29-354,90,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,
