Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Ollie Watkins,11,eng ENG,FW,29-027,65,16,0,1,8,8,3,16,0,0,,0,,9,52,19,1,0,0,0,1,13,2
Jáder Durán,9,co COL,FW,21-044,25,12,1,1,6,5,2,12,1,0,0.0,1,100.0,9,24,4,0,0,0,1,1,12,5
Jacob Ramsey,41,eng ENG,LW,23-243,72,30,1,10,9,12,3,30,3,0,0.0,1,33.3,15,129,69,3,0,1,1,0,16,2
John McGinn,7,sct SCO,AM,30-100,18,8,0,0,7,1,0,8,0,0,,0,,5,20,6,0,0,0,0,2,9,3
Leon Bailey,31,jm JAM,RW,27-170,65,23,1,3,8,12,3,23,2,1,50.0,0,0.0,10,120,105,3,2,2,1,0,14,6
Donyell Malen,17,nl NED,RW,26-017,25,10,0,1,1,8,0,10,2,0,0.0,2,100.0,4,68,15,1,1,0,1,1,4,1
Morgan Rogers,27,eng ENG,AM,22-184,72,37,1,7,14,16,7,37,5,2,40.0,3,60.0,20,149,97,3,1,1,4,2,21,4
Emi Buendía,10,ar ARG,LW,28-032,18,11,0,3,3,5,0,11,2,0,0.0,2,100.0,6,38,23,1,0,0,1,0,7,1
Boubacar Kamara,44,fr FRA,DM,25-064,90,69,6,24,34,12,1,69,6,2,33.3,2,33.3,33,158,69,0,1,0,0,0,32,1
Youri Tielemans,8,be BEL,DM,27-264,90,71,6,23,32,17,1,71,1,1,100.0,0,0.0,37,140,65,1,0,0,1,3,46,1
Lucas Digne,12,fr FRA,"CB,LB",31-190,90,81,11,38,28,15,0,81,1,0,0.0,1,100.0,32,196,126,2,0,0,2,0,36,0
Tyrone Mings,5,eng ENG,CB,31-319,37,18,3,12,4,2,0,18,0,0,,0,,10,35,14,0,1,0,0,0,12,0
Ian Maatsen,22,nl NED,LB,22-322,53,54,5,21,20,13,1,54,2,0,0.0,2,100.0,24,207,62,1,2,1,0,4,29,7
Ezri Konsa,4,eng ENG,CB,27-095,90,38,6,23,14,2,1,38,0,0,,0,,18,134,70,1,0,0,1,0,19,0
Matty Cash,2,pl POL,RB,27-172,90,48,0,15,20,14,2,48,6,2,33.3,3,50.0,31,323,211,8,4,0,0,0,31,4
Emiliano Martínez,23,ar ARG,GK,32-146,90,41,30,40,1,0,0,41,0,0,,0,,16,75,45,0,0,0,0,0,22,0
