Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Ollie Watkins,11,eng ENG,FW,29-027,65,13,13,0,0,0,0,0,0,0,0,0,0,12,0,0
Jáder Durán,9,co COL,FW,21-044,25,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0
Jacob Ramsey,41,eng ENG,LW,23-243,72,18,18,0,0,0,0,1,0,0,0,0,0,17,0,0
John McGinn,7,sct SCO,AM,30-100,18,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0
Leon Bailey,31,jm JAM,RW,27-170,65,17,15,1,0,0,0,0,0,1,0,0,0,11,1,2
Donyell Malen,17,nl NED,RW,26-017,25,5,4,1,0,0,0,1,0,0,0,0,0,3,0,0
Morgan Rogers,27,eng ENG,AM,22-184,72,20,19,1,0,1,0,1,0,0,0,0,0,12,0,2
Emi Buendía,10,ar ARG,LW,28-032,18,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0
Boubacar Kamara,44,fr FRA,DM,25-064,90,47,45,2,2,0,0,0,0,0,0,0,0,38,0,2
Youri Tielemans,8,be BEL,DM,27-264,90,57,51,6,5,0,0,4,0,1,0,0,0,46,0,1
Lucas Digne,12,fr FRA,"CB,LB",31-190,90,62,49,13,3,0,1,3,6,2,2,0,0,47,0,2
Tyrone Mings,5,eng ENG,CB,31-319,37,14,14,0,0,0,0,0,0,0,0,0,0,12,0,1
Ian Maatsen,22,nl NED,LB,22-322,53,38,32,6,1,0,0,3,5,0,0,0,0,29,0,2
Ezri Konsa,4,eng ENG,CB,27-095,90,27,25,2,2,0,0,0,0,0,0,0,0,25,0,0
Matty Cash,2,pl POL,RB,27-172,90,39,32,7,1,0,0,4,6,0,0,0,0,28,0,1
Emiliano Martínez,23,ar ARG,GK,32-146,90,39,24,14,5,0,0,0,0,0,0,0,0,28,1,0
