Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Raúl Jiménez,7,mx MEX,FW,33-272,72,30,30,0,0,0,0,2,0,0,0,0,0,23,0,2
Rodrigo Muniz,9,br BRA,FW,23-273,18,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0
Alex Iwobi,17,ng NGA,LW,28-274,78,45,44,1,0,0,0,9,1,0,0,0,0,31,0,3
Ryan Sessegnon,30,eng ENG,"LW,LM",24-259,12,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
Adama Traoré,11,es ESP,RW,29-007,87,26,26,0,0,0,1,6,0,0,0,0,0,17,0,1
Issa Diop,31,fr FRA,CB,28-023,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emile Smith Rowe,32,eng ENG,AM,24-188,71,35,33,2,0,0,0,1,0,0,0,0,0,32,0,0
Andreas Pereira,18,br BRA,"AM,RM",29-031,19,8,6,2,1,0,0,1,1,0,0,0,0,4,0,0
Sander Berge,16,no NOR,"DM,CM",26-353,90,58,55,3,3,0,0,0,0,0,0,0,0,54,0,1
Saša Lukić,20,rs SRB,"DM,CM",28-172,90,33,24,9,2,0,0,6,0,7,2,3,0,28,0,0
Antonee Robinson,33,us USA,LB,27-177,90,68,63,5,0,0,0,2,5,0,0,0,0,53,0,1
Calvin Bassey,3,ng NGA,CB,25-032,90,60,56,4,1,0,0,0,0,0,0,0,0,52,0,0
Joachim Andersen,5,dk DEN,CB,28-246,90,50,45,5,5,0,2,1,0,0,0,0,0,39,0,1
Timothy Castagne,21,be BEL,RB,29-058,90,32,25,7,0,0,0,4,7,0,0,0,0,22,0,2
Bernd Leno,1,de GER,GK,32-334,90,32,26,6,2,0,0,0,0,0,0,0,0,22,0,0
