Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Chris Wood,11,nz NZL,FW,33-091,86,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,1
Taiwo Awoniyi,9,ng NGA,FW,27-208,4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Callum Hudson-Odoi,14,eng ENG,"LW,RW",24-121,86,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0
Morato,4,br BRA,"CB,RW",23-251,4,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
Anthony Elanga,21,se SWE,RW,22-315,79,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Ibrahim Sangaré,6,ci CIV,"DM,CM",27-096,11,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Morgan Gibbs-White,10,eng ENG,"AM,RM",25-040,90,1,1,0,0,1,0,1,0.0,1,1,1,0,0,1,2,1
Elliot Anderson,8,eng ENG,"DM,LW,LM",22-122,90,0,0,0,0,0,0,5,0.0,5,2,1,1,1,1,1,0
Nicolás Domínguez,16,ar ARG,DM,26-253,68,8,4,2,5,1,1,4,25.0,3,1,0,1,1,9,1,0
Ryan Yates,22,eng ENG,"DM,CM",27-107,22,1,0,0,1,0,0,1,0.0,1,0,0,0,0,1,2,0
Neco Williams,7,wls WAL,LB,23-329,90,4,2,2,1,1,3,4,75.0,1,2,0,2,1,5,5,0
Murillo,5,br BRA,CB,22-247,90,0,0,0,0,0,0,0,,0,2,0,2,1,1,11,0
Nikola Milenković,31,rs SRB,CB,27-147,90,0,0,0,0,0,0,0,,0,2,1,1,0,0,2,0
Ola Aina,34,ng NGA,RB,28-151,90,3,1,3,0,0,1,2,50.0,1,1,0,1,1,4,4,0
Matz Sels,26,be BEL,GK,33-010,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
