Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Chris Wood,11,nz NZL,FW,33-091,86,0,0,0,1,0,1,0,0,0,0,0,0,2,3,1,75.0
Taiwo Awoniyi,9,ng NGA,FW,27-208,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Callum Hudson-Odoi,14,eng ENG,"LW,RW",24-121,86,1,0,0,0,2,0,4,0,0,0,0,0,7,0,0,
Morato,4,br BRA,"CB,RW",23-251,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
Anthony Elanga,21,se SWE,RW,22-315,79,0,0,0,0,2,0,6,0,0,0,0,0,3,1,2,33.3
Ibrahim Sangaré,6,ci CIV,"DM,CM",27-096,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Morgan Gibbs-White,10,eng ENG,"AM,RM",25-040,90,1,0,0,1,1,0,2,0,1,0,0,0,4,1,2,33.3
Elliot Anderson,8,eng ENG,"DM,LW,LM",22-122,90,0,0,0,2,1,0,0,1,0,0,0,0,2,0,0,
Nicolás Domínguez,16,ar ARG,DM,26-253,68,0,0,0,1,1,0,1,1,4,0,0,0,1,0,1,0.0
Ryan Yates,22,eng ENG,"DM,CM",27-107,22,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
Neco Williams,7,wls WAL,LB,23-329,90,0,0,0,2,0,0,1,1,2,0,0,0,4,0,0,
Murillo,5,br BRA,CB,22-247,90,0,0,0,0,0,0,1,1,0,0,0,0,4,1,0,100.0
Nikola Milenković,31,rs SRB,CB,27-147,90,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,66.7
Ola Aina,34,ng NGA,RB,28-151,90,0,0,0,1,0,0,3,1,1,0,0,0,4,0,0,
Matz Sels,26,be BEL,GK,33-010,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
