Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Evanilson,9,br BRA,FW,25-055,76,17,17,0,0,0,0,0,0,0,0,0,0,12,0,1
Enes Ünal,26,tr TUR,FW,27-204,14,6,6,0,0,0,0,0,0,0,0,0,0,4,0,0
Marcus Tavernier,16,eng ENG,LW,25-253,90,42,35,7,5,0,0,5,1,1,1,0,0,28,0,1
David Brooks,7,wls WAL,RW,27-145,63,14,13,1,0,0,0,2,0,1,1,0,0,9,0,2
Dango Ouattara,11,bf BFA,RW,22-293,27,7,7,0,0,0,0,0,0,0,0,0,0,3,0,1
Justin Kluivert,19,nl NED,AM,25-209,76,26,20,5,0,0,0,5,0,2,2,0,0,18,1,1
Philip Billing,29,dk DEN,AM,28-172,14,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0
Ryan Christie,10,sct SCO,DM,29-282,90,46,45,1,1,1,0,0,0,0,0,0,0,40,0,1
Tyler Adams,12,us USA,DM,25-290,90,29,29,0,0,0,0,0,0,0,0,0,0,24,0,0
Milos Kerkez,3,hu HUN,LB,21-023,90,40,32,8,0,0,0,2,8,0,0,0,0,32,0,0
Marcos Senesi,5,ar ARG,CB,27-204,81,42,39,3,2,0,0,0,0,0,0,0,0,32,0,0
Dean Huijsen,2,es ESP,CB,19-230,9,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0
Illia Zabarnyi,27,ua UKR,CB,22-090,90,31,30,1,1,0,0,0,0,0,0,0,0,23,0,0
Adam Smith,15,eng ENG,RB,33-215,90,28,24,4,0,0,1,1,4,0,0,0,0,18,0,0
Kepa Arrizabalaga,13,es ESP,GK,30-058,90,34,23,11,3,0,0,0,0,0,0,0,0,25,0,1
