Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Luis Díaz,7,co COL,"FW,LW",27-344,86,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Darwin Núñez,9,uy URU,LW,25-181,4,1,1,0,1,0,0,0,,0,0,0,0,0,1,1,0
Cody Gakpo,18,nl NED,LW,25-229,67,2,1,0,0,2,1,2,50.0,1,1,0,1,0,2,2,0
Diogo Jota,20,pt POR,FW,28-018,23,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0
Mohamed Salah,11,eg EGY,RW,32-190,86,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Harvey Elliott,19,eng ENG,RW,21-262,4,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Dominik Szoboszlai,8,hu HUN,AM,24-058,90,1,1,0,1,0,0,1,0.0,1,4,0,4,1,2,0,0
Alexis Mac Allister,10,ar ARG,DM,25-364,67,4,1,1,3,0,2,4,50.0,2,1,0,1,4,8,0,1
Curtis Jones,17,eng ENG,DM,23-327,23,1,1,0,1,0,0,0,,0,0,0,0,1,2,0,0
Ryan Gravenberch,38,nl NED,DM,22-220,90,3,2,0,3,0,3,4,75.0,1,0,0,0,2,5,0,0
Andrew Robertson,26,sct SCO,LB,30-286,90,3,3,1,2,0,2,2,100.0,0,0,0,0,1,4,2,0
Virgil van Dijk,4,nl NED,CB,33-167,90,7,4,3,4,0,3,3,100.0,0,2,1,1,2,9,1,0
Joe Gomez,2,eng ENG,CB,27-213,90,2,2,1,1,0,1,1,100.0,0,0,0,0,1,3,7,0
Trent Alexander-Arnold,66,eng ENG,RB,26-076,90,3,1,2,1,0,3,6,50.0,3,2,0,2,3,6,7,0
Alisson,1,br BRA,GK,32-081,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
