Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Luis Díaz,7,co COL,"FW,LW",27-344,86,0,0,0,2,0,2,0,0,0,0,0,0,5,0,2,0.0
Darwin Núñez,9,uy URU,LW,25-181,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
Cody Gakpo,18,nl NED,LW,25-229,67,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0.0
Diogo Jota,20,pt POR,FW,28-018,23,0,0,0,1,1,0,0,0,0,0,0,0,3,1,1,50.0
Mohamed Salah,11,eg EGY,RW,32-190,86,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,
Harvey Elliott,19,eng ENG,RW,21-262,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
Dominik Szoboszlai,8,hu HUN,AM,24-058,90,1,0,0,1,1,1,3,1,1,0,0,0,5,3,0,100.0
Alexis Mac Allister,10,ar ARG,DM,25-364,67,0,0,0,2,0,0,0,4,1,0,0,0,9,0,0,
Curtis Jones,17,eng ENG,DM,23-327,23,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,
Ryan Gravenberch,38,nl NED,DM,22-220,90,0,0,0,2,3,0,0,2,2,0,0,0,4,0,0,
Andrew Robertson,26,sct SCO,LB,30-286,90,0,0,0,0,0,0,7,1,3,0,0,0,6,0,0,
Virgil van Dijk,4,nl NED,CB,33-167,90,0,0,0,0,0,0,0,2,4,0,0,0,6,2,0,100.0
Joe Gomez,2,eng ENG,CB,27-213,90,0,0,0,0,0,0,0,1,2,0,0,0,8,1,1,50.0
Trent Alexander-Arnold,66,eng ENG,RB,26-076,90,0,0,0,0,0,0,9,3,1,0,0,0,9,0,0,
Alisson,1,br BRA,GK,32-081,90,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
