Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Raúl Jiménez,7,mx MEX,FW,33-331,76,2,2,1,1,0,2,3,66.7,1,0,0,0,0,2,1,0
Rodrigo Muniz,9,br BRA,FW,23-332,14,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Emile Smith Rowe,32,eng ENG,AM,24-247,66,1,0,1,0,0,0,2,0.0,2,0,0,0,2,3,2,0
Alex Iwobi,17,ng NGA,"LM,AM",28-333,24,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0
Adama Traoré,11,es ESP,AM,29-066,66,1,1,1,0,0,0,0,,0,0,0,0,0,1,1,1
Willian,22,br BRA,"CM,AM",36-235,24,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Sander Berge,16,no NOR,"CM,DM",27-046,90,2,2,1,1,0,2,2,100.0,0,1,0,1,0,2,0,0
Saša Lukić,20,rs SRB,CM,28-231,66,1,1,0,1,0,0,2,0.0,2,0,0,0,0,1,0,0
Andreas Pereira,18,br BRA,CM,29-090,24,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,1
Antonee Robinson,33,us USA,"WB,LB",27-236,90,2,2,1,1,0,1,2,50.0,1,2,1,1,0,2,4,0
Timothy Castagne,21,be BEL,"WB,RB",29-117,90,3,2,2,1,0,2,4,50.0,2,0,0,0,0,3,3,0
Jorge Cuenca,15,es ESP,CB,25-135,90,0,0,0,0,0,0,0,,0,1,1,0,0,0,3,0
Joachim Andersen,5,dk DEN,CB,28-305,90,2,1,2,0,0,0,0,,0,4,4,0,1,3,9,1
Issa Diop,31,fr FRA,CB,28-082,76,1,1,1,0,0,0,0,,0,0,0,0,1,2,5,0
Ryan Sessegnon,30,eng ENG,RM,24-318,14,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Bernd Leno,1,de GER,GK,33-028,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
