Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Rasmus Højlund,9,dk DEN,FW,21-245,63,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0
Joshua Zirkzee,11,nl NED,FW,23-137,27,7,7,0,0,0,0,0,0,0,0,0,0,4,0,0
Marcus Rashford,10,eng ENG,LW,26-341,63,20,20,0,0,1,0,1,0,0,0,0,0,13,0,0
Antony,21,br BRA,RW,24-225,27,7,7,0,0,0,0,1,0,0,0,0,0,4,0,0
Alejandro Garnacho,17,ar ARG,"RW,LW",20-097,90,21,20,1,0,0,0,0,1,0,0,0,0,18,0,0
Bruno Fernandes,8,pt POR,AM,30-028,90,44,42,1,0,0,1,1,0,0,0,0,0,38,1,0
Christian Eriksen,14,dk DEN,DM,32-235,90,51,45,6,3,0,1,5,0,3,0,3,0,44,0,0
Kobbie Mainoo,37,eng ENG,DM,19-170,84,41,40,1,0,0,1,0,1,0,0,0,0,36,0,1
Casemiro,18,br BRA,DM,32-226,6,6,6,0,0,0,0,0,0,0,0,0,0,4,0,0
Diogo Dalot,20,pt POR,LB,25-202,90,29,22,7,0,1,0,0,7,0,0,0,0,22,0,0
Jonny Evans,35,nir NIR,CB,36-277,90,42,36,6,0,0,0,0,0,0,0,0,0,36,0,1
Harry Maguire,5,eng ENG,CB,31-215,45,25,24,1,1,0,0,0,0,0,0,0,0,19,0,0
Matthijs de Ligt,4,nl NED,CB,25-055,45,17,17,0,0,0,0,0,0,0,0,0,0,13,0,0
Noussair Mazraoui,3,ma MAR,RB,26-327,45,30,25,5,1,0,0,0,4,0,0,0,0,25,0,0
Victor Lindelöf,2,se SWE,RB,30-081,45,14,12,2,1,0,0,1,1,0,0,0,0,14,0,0
André Onana,24,cm CMR,GK,28-187,90,36,26,10,5,0,0,0,0,0,0,0,0,25,0,0
