Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Rasmus Højlund,9,dk DEN,FW,21-245,63,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0.0
Joshua Zirkzee,11,nl NED,FW,23-137,27,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,50.0
Marcus Rashford,10,eng ENG,LW,26-341,63,1,0,0,2,0,0,1,1,0,0,0,0,1,1,1,50.0
Antony,21,br BRA,RW,24-225,27,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,
Alejandro Garnacho,17,ar ARG,"RW,LW",20-097,90,0,0,0,1,4,0,0,1,2,0,0,0,6,0,0,
Bruno Fernandes,8,pt POR,AM,30-028,90,0,0,0,0,3,0,1,3,0,0,0,0,2,0,0,
Christian Eriksen,14,dk DEN,DM,32-235,90,1,0,0,1,0,0,5,0,0,0,0,0,6,0,1,0.0
Kobbie Mainoo,37,eng ENG,DM,19-170,84,1,0,0,1,0,0,0,0,2,0,0,0,7,1,0,100.0
Casemiro,18,br BRA,DM,32-226,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
Diogo Dalot,20,pt POR,LB,25-202,90,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,
Jonny Evans,35,nir NIR,CB,36-277,90,0,0,0,1,2,0,0,0,4,0,0,0,3,5,0,100.0
Harry Maguire,5,eng ENG,CB,31-215,45,1,0,0,1,0,0,0,1,0,0,0,0,1,2,0,100.0
Matthijs de Ligt,4,nl NED,CB,25-055,45,0,0,0,1,0,0,0,1,1,0,0,0,1,1,3,25.0
Noussair Mazraoui,3,ma MAR,RB,26-327,45,0,0,0,0,1,1,0,2,1,0,0,0,2,0,0,
Victor Lindelöf,2,se SWE,RB,30-081,45,1,0,0,2,0,0,1,1,0,0,0,0,1,1,0,100.0
André Onana,24,cm CMR,GK,28-187,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
