Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Dominic Calvert-Lewin,9,eng ENG,FW,27-154,75,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Beto,14,gw GNB,FW,26-199,15,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Dwight McNeil,7,eng ENG,"LW,RB,RW",24-269,90,2,1,1,1,0,2,3,66.7,1,0,0,0,2,4,1,0
Jack Harrison,11,eng ENG,RW,27-271,84,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0
Mason Holgate,4,jm JAM,"RW,RB",27-300,6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Abdoulaye Doucouré,16,ml MLI,AM,31-229,62,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0
Iliman Ndiaye,10,sn SEN,"LW,AM",24-164,28,3,2,2,0,1,2,2,100.0,0,0,0,0,0,3,0,0
Idrissa Gana Gueye,27,sn SEN,DM,34-326,90,2,1,0,2,0,0,0,,0,3,0,3,0,2,0,0
Tim Iroegbunam,42,eng ENG,DM,21-048,90,9,5,4,1,4,2,2,100.0,0,1,0,1,4,13,1,1
Vitaliy Mykolenko,19,ua UKR,LB,25-080,90,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,2,0
Michael Keane,5,eng ENG,CB,31-219,90,0,0,0,0,0,0,0,,0,1,1,0,0,0,2,0
James Tarkowski,6,eng ENG,CB,31-272,90,2,1,0,1,1,2,5,40.0,3,3,1,2,4,6,2,0
Ashley Young,18,eng ENG,RB,39-039,65,4,1,2,2,0,3,4,75.0,1,1,0,1,2,6,0,0
Jordan Pickford,1,eng ENG,GK,30-163,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
