Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Dominic Calvert-Lewin,9,eng ENG,FW,27-154,75,14,14,0,0,0,1,0,0,0,0,0,0,12,0,0
Beto,14,gw GNB,FW,26-199,15,4,3,1,0,0,0,0,0,0,0,0,0,1,0,0
Dwight McNeil,7,eng ENG,"LW,RB,RW",24-269,90,32,28,4,1,0,2,5,2,1,0,1,0,24,0,0
Jack Harrison,11,eng ENG,RW,27-271,84,26,24,1,0,0,0,4,1,0,0,0,0,17,1,1
Mason Holgate,4,jm JAM,"RW,RB",27-300,6,2,0,2,0,0,0,0,2,0,0,0,0,2,0,0
Abdoulaye Doucouré,16,ml MLI,AM,31-229,62,19,17,2,0,0,0,2,0,0,0,0,0,12,0,0
Iliman Ndiaye,10,sn SEN,"LW,AM",24-164,28,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
Idrissa Gana Gueye,27,sn SEN,DM,34-326,90,35,33,2,1,0,0,0,0,0,0,0,0,29,0,0
Tim Iroegbunam,42,eng ENG,DM,21-048,90,29,28,0,0,0,0,0,0,0,0,0,0,17,1,1
Vitaliy Mykolenko,19,ua UKR,LB,25-080,90,42,30,11,1,0,0,3,10,0,0,0,0,33,1,0
Michael Keane,5,eng ENG,CB,31-219,90,53,51,0,0,0,5,0,0,0,0,0,0,44,2,2
James Tarkowski,6,eng ENG,CB,31-272,90,54,51,2,2,0,0,0,0,0,0,0,0,45,1,0
Ashley Young,18,eng ENG,RB,39-039,65,38,25,12,0,0,0,3,12,0,0,0,0,26,1,3
Jordan Pickford,1,eng ENG,GK,30-163,90,47,39,8,4,0,0,0,0,0,0,0,0,33,0,0
