Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Chris Wood,11,nz NZL,FW,32-331,78,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,66.7
Taiwo Awoniyi,9,ng NGA,FW,27-082,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
Callum Hudson-Odoi,14,eng ENG,LW,23-361,88,0,0,0,0,0,0,3,1,1,0,0,0,6,0,0,
Ramón Sosa,24,py PAR,LW,25-063,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,
Anthony Elanga,21,se SWE,RW,22-189,62,0,0,0,0,1,0,10,0,1,0,0,0,4,0,2,0.0
Jota Silva,20,pt POR,RW,25-093,28,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.0
Morgan Gibbs-White,10,eng ENG,AM,24-280,62,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,
Elliot Anderson,8,eng ENG,AM,21-362,28,1,0,0,1,3,0,4,0,1,0,0,0,0,1,0,100.0
Nicolás Domínguez,16,ar ARG,DM,26-127,90,0,0,0,0,0,0,0,1,2,0,0,0,3,2,1,66.7
Ryan Yates,22,eng ENG,DM,26-347,90,0,0,0,2,1,1,0,1,1,0,0,0,8,3,2,60.0
Álex Moreno,19,es ESP,LB,31-147,90,0,0,0,2,0,0,1,1,0,0,0,0,4,1,1,50.0
Murillo,5,br BRA,CB,22-121,90,0,0,0,0,1,0,0,0,0,0,0,0,3,2,1,66.7
Nikola Milenković,31,rs SRB,CB,27-021,90,0,0,0,0,1,0,0,0,1,0,0,0,2,1,3,25.0
Ola Aina,34,ng NGA,RB,28-025,88,0,0,0,0,0,0,2,1,3,0,0,0,4,1,0,100.0
Eric da Silva Moreira,17,de GER,RB,18-183,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Matz Sels,26,be BEL,GK,32-250,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
