Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Chris Wood,11,nz NZL,FW,32-331,78,17,17,0,0,0,0,0,0,0,0,0,0,13,0,0
Taiwo Awoniyi,9,ng NGA,FW,27-082,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Callum Hudson-Odoi,14,eng ENG,LW,23-361,88,53,52,1,0,0,0,3,0,0,0,0,0,48,0,0
Ramón Sosa,24,py PAR,LW,25-063,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
Anthony Elanga,21,se SWE,RW,22-189,62,22,16,6,1,0,0,10,0,5,2,3,0,9,0,1
Jota Silva,20,pt POR,RW,25-093,28,6,6,0,0,0,0,0,0,0,0,0,0,4,0,0
Morgan Gibbs-White,10,eng ENG,AM,24-280,62,37,37,0,0,1,0,0,0,0,0,0,0,33,0,1
Elliot Anderson,8,eng ENG,AM,21-362,28,28,22,6,1,0,0,4,0,5,1,2,0,24,0,2
Nicolás Domínguez,16,ar ARG,DM,26-127,90,54,52,2,2,1,0,0,0,0,0,0,0,48,0,1
Ryan Yates,22,eng ENG,DM,26-347,90,58,57,1,1,0,0,0,0,0,0,0,0,45,0,2
Álex Moreno,19,es ESP,LB,31-147,90,65,55,10,0,0,0,1,10,0,0,0,0,53,0,1
Murillo,5,br BRA,CB,22-121,90,45,43,2,2,0,1,0,0,0,0,0,0,36,0,0
Nikola Milenković,31,rs SRB,CB,27-021,90,36,34,1,1,0,0,0,0,0,0,0,0,32,1,0
Ola Aina,34,ng NGA,RB,28-025,88,46,36,10,0,0,0,2,10,0,0,0,0,38,0,0
Eric da Silva Moreira,17,de GER,RB,18-183,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matz Sels,26,be BEL,GK,32-250,90,20,16,4,1,0,0,0,0,0,0,0,0,12,0,0
