Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Jørgen Strand Larsen,9,no NOR,FW,25-054,90,21,21,0,0,1,0,0,0,0,0,0,0,15,0,0
Jean-Ricner Bellegarde,27,fr FRA,AM,26-278,89,36,36,0,0,0,0,2,0,0,0,0,0,29,0,0
Boubacar Traoré,6,ml MLI,CM,23-224,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marshall Munetsi,5,zw ZIM,"AM,CM",28-283,90,10,10,0,0,0,0,0,0,0,0,0,0,6,0,0
André,7,br BRA,CM,23-259,70,46,44,2,2,0,0,0,0,0,0,0,0,43,0,0
Pablo Sarabia,21,es ESP,"CM,FW",32-325,20,4,3,1,0,0,0,1,0,1,0,1,0,4,0,0
João Gomes,8,br BRA,CM,24-048,90,53,51,1,0,0,1,0,0,0,0,0,0,47,1,0
Rayan Aït-Nouri,3,dz ALG,WB,23-299,81,50,38,12,4,0,0,2,8,0,0,0,0,40,0,2
Santiago Bueno,4,uy URU,"WB,CB",26-143,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nélson Semedo,22,pt POR,"WB,LB",31-136,90,47,31,16,0,0,0,4,16,0,0,0,0,36,0,4
Toti Gomes,24,pt POR,CB,26-075,90,48,48,0,0,0,0,0,0,0,0,0,0,37,0,2
Emmanuel Agbadou,12,ci CIV,CB,27-288,90,54,50,4,2,0,0,0,0,0,0,0,0,48,0,0
Matt Doherty,2,ie IRL,"CB,RB",33-075,90,52,46,6,3,0,1,0,3,0,0,0,0,41,0,1
José Sá,1,pt POR,GK,32-074,90,26,22,4,1,0,0,0,0,0,0,0,0,13,0,0
