Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Jamie Vardy,9,eng ENG,FW,37-327,59,1,1,0,1,0,1,1,100.0,0,1,1,0,0,1,0,0
Patson Daka,20,zm ZAM,FW,26-055,31,2,1,0,2,0,2,3,66.7,1,0,0,0,0,2,0,0
Bilal El Khannouss,11,ma MAR,"LW,AM",20-207,73,2,1,2,0,0,1,3,33.3,2,2,0,2,3,5,1,0
Bobby De Cordova-Reid,14,jm JAM,"AM,RW",31-305,17,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Kasey McAteer,35,ie IRL,"RW,LW",23-011,73,5,4,2,2,1,3,6,50.0,3,2,1,1,0,5,2,0
Stephy Mavididi,10,eng ENG,LW,26-186,17,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Facundo Buonanotte,40,ar ARG,"RW,AM",19-346,89,3,3,0,2,1,1,7,14.3,6,3,1,2,0,3,0,0
Jordan Ayew,18,gh GHA,AM,33-083,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Boubakary Soumaré,24,fr FRA,DM,25-280,90,4,2,2,2,0,2,3,66.7,1,2,1,1,0,4,2,0
Wilfred Ndidi,6,ng NGA,DM,27-353,90,8,6,3,5,0,4,6,66.7,2,2,0,2,3,11,11,0
Victor Bernth Kristiansen,16,dk DEN,LB,21-353,90,5,2,4,1,0,4,8,50.0,4,3,3,0,1,6,4,0
Jannik Vestergaard,23,dk DEN,CB,32-122,59,2,2,1,1,0,1,2,50.0,1,1,1,0,1,3,2,0
Wout Faes,3,be BEL,CB,26-244,31,0,0,0,0,0,0,0,,0,0,0,0,2,2,2,0
Conor Coady,4,eng ENG,CB,31-282,90,2,2,1,1,0,1,1,100.0,0,3,3,0,1,3,2,0
James Justin,2,eng ENG,RB,26-284,90,1,0,0,1,0,0,0,,0,3,2,1,1,2,6,0
Mads Hermansen,30,dk DEN,GK,24-145,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1
