Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Jamie Vardy,9,eng ENG,FW,37-327,59,12,0,1,5,6,5,12,0,0,,0,,7,74,59,3,1,3,0,1,9,2
Patson Daka,20,zm ZAM,FW,26-055,31,10,0,0,6,5,4,10,3,1,33.3,0,0.0,6,61,56,1,1,1,0,0,4,1
Bilal El Khannouss,11,ma MAR,"LW,AM",20-207,73,42,0,7,26,10,1,42,2,2,100.0,0,0.0,24,148,72,2,0,0,2,0,24,1
Bobby De Cordova-Reid,14,jm JAM,"AM,RW",31-305,17,5,1,1,4,0,0,5,0,0,,0,,3,9,0,0,0,0,0,0,2,1
Kasey McAteer,35,ie IRL,"RW,LW",23-011,73,32,4,10,14,11,4,32,0,0,,0,,19,183,114,5,1,3,0,1,17,6
Stephy Mavididi,10,eng ENG,LW,26-186,17,13,0,2,8,4,2,13,0,0,,0,,8,72,46,1,0,1,2,1,9,2
Facundo Buonanotte,40,ar ARG,"RW,AM",19-346,89,39,0,3,26,11,1,39,2,0,0.0,2,100.0,18,128,91,4,3,0,2,3,18,1
Jordan Ayew,18,gh GHA,AM,33-083,1,8,0,0,3,5,0,8,0,0,,0,,7,35,5,0,1,0,2,2,6,3
Boubakary Soumaré,24,fr FRA,DM,25-280,90,47,3,14,31,2,0,47,2,1,50.0,1,50.0,31,160,79,0,0,0,2,0,28,1
Wilfred Ndidi,6,ng NGA,DM,27-353,90,58,9,29,25,5,1,58,2,2,100.0,0,0.0,23,56,17,0,0,0,0,0,25,0
Victor Bernth Kristiansen,16,dk DEN,LB,21-353,90,51,8,30,17,6,0,51,0,0,,0,,30,149,72,2,1,0,0,0,26,2
Jannik Vestergaard,23,dk DEN,CB,32-122,59,54,14,31,24,1,1,54,0,0,,0,,35,126,43,0,0,0,0,0,35,0
Wout Faes,3,be BEL,CB,26-244,31,16,8,12,3,1,0,16,1,0,0.0,1,100.0,7,16,3,0,1,1,0,0,5,0
Conor Coady,4,eng ENG,CB,31-282,90,55,10,34,21,0,0,55,0,0,,0,,39,106,16,0,0,0,1,0,35,0
James Justin,2,eng ENG,RB,26-284,90,57,9,28,19,10,1,57,1,0,0.0,1,100.0,26,86,33,2,0,1,2,0,29,0
Mads Hermansen,30,dk DEN,GK,24-145,90,53,47,51,2,0,0,53,0,0,,0,,36,128,61,0,0,0,0,0,29,0
