Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Jamie Vardy,9,eng ENG,FW,37-327,59,7,7,0,0,0,0,0,0,0,0,0,0,3,0,0
Patson Daka,20,zm ZAM,FW,26-055,31,4,3,1,0,1,0,0,0,0,0,0,0,1,0,2
Bilal El Khannouss,11,ma MAR,"LW,AM",20-207,73,31,29,2,0,2,0,3,0,1,1,0,0,23,0,0
Bobby De Cordova-Reid,14,jm JAM,"AM,RW",31-305,17,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0
Kasey McAteer,35,ie IRL,"RW,LW",23-011,73,21,21,0,0,0,0,2,0,0,0,0,0,14,0,1
Stephy Mavididi,10,eng ENG,LW,26-186,17,11,11,0,0,0,0,0,0,0,0,0,0,8,0,3
Facundo Buonanotte,40,ar ARG,"RW,AM",19-346,89,25,21,4,2,1,0,2,0,2,0,0,0,14,0,0
Jordan Ayew,18,gh GHA,AM,33-083,1,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
Boubakary Soumaré,24,fr FRA,DM,25-280,90,36,36,0,0,1,0,0,0,0,0,0,0,32,0,1
Wilfred Ndidi,6,ng NGA,DM,27-353,90,35,33,2,2,0,0,0,0,0,0,0,0,30,0,2
Victor Bernth Kristiansen,16,dk DEN,LB,21-353,90,39,34,4,0,0,0,1,4,0,0,0,0,32,1,0
Jannik Vestergaard,23,dk DEN,CB,32-122,59,48,41,7,1,0,0,0,0,0,0,0,0,41,0,0
Wout Faes,3,be BEL,CB,26-244,31,12,8,4,1,0,0,0,0,0,0,0,0,10,0,0
Conor Coady,4,eng ENG,CB,31-282,90,47,47,0,0,0,0,0,0,0,0,0,0,41,0,0
James Justin,2,eng ENG,RB,26-284,90,41,32,9,0,0,0,3,9,0,0,0,0,29,0,2
Mads Hermansen,30,dk DEN,GK,24-145,90,45,37,8,3,0,0,0,0,0,0,0,0,21,0,0
