Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Rasmus Højlund,9,dk DEN,FW,21-357,57,0,0,0,1,2,0,0,0,0,0,0,0,1,0,4,0.0
Joshua Zirkzee,11,nl NED,FW,23-249,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0
Alejandro Garnacho,17,ar ARG,AM,20-209,80,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0,
Kobbie Mainoo,37,eng ENG,CM,19-282,10,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,50.0
Amad Diallo,16,ci CIV,AM,22-199,90,0,0,0,1,1,1,0,0,1,0,0,0,5,1,1,50.0
Bruno Fernandes,8,pt POR,"CM,AM",30-140,90,0,0,0,2,0,0,3,1,0,0,0,0,6,2,0,100.0
Manuel Ugarte Ribeiro,25,uy URU,CM,23-290,75,1,0,0,3,1,0,0,1,3,0,0,0,5,0,0,
Toby Collyer,43,eng ENG,CM,21-023,15,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
Noussair Mazraoui,3,ma MAR,WB,27-073,80,0,0,0,0,1,0,2,0,0,0,0,0,6,1,0,100.0
Tyrell Malacia,12,nl NED,WB,25-162,10,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,
Diogo Dalot,20,pt POR,WB,25-314,90,0,0,0,0,0,0,1,1,1,0,0,0,7,2,0,100.0
Lisandro Martínez,6,ar ARG,CB,27-008,90,0,0,0,1,1,0,0,0,2,0,0,0,2,1,0,100.0
Harry Maguire,5,eng ENG,CB,31-327,90,0,0,0,0,0,0,0,2,1,0,0,0,3,4,3,57.1
Matthijs de Ligt,4,nl NED,CB,25-167,57,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,100.0
Leny Yoro,15,fr FRA,CB,19-074,33,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,50.0
André Onana,24,cm CMR,GK,28-299,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
