Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Rasmus Højlund,9,dk DEN,FW,21-357,57,9,9,0,0,0,0,0,0,0,0,0,0,6,0,1
Joshua Zirkzee,11,nl NED,FW,23-249,33,6,6,0,0,0,0,0,0,0,0,0,0,4,0,0
Alejandro Garnacho,17,ar ARG,AM,20-209,80,30,30,0,0,0,0,1,0,0,0,0,0,23,0,2
Kobbie Mainoo,37,eng ENG,CM,19-282,10,7,6,0,0,0,0,0,0,0,0,0,0,4,1,0
Amad Diallo,16,ci CIV,AM,22-199,90,41,41,0,0,0,0,0,0,0,0,0,0,36,0,0
Bruno Fernandes,8,pt POR,"CM,AM",30-140,90,78,72,6,5,0,0,3,0,0,0,0,0,59,0,0
Manuel Ugarte Ribeiro,25,uy URU,CM,23-290,75,45,44,1,1,0,0,0,0,0,0,0,0,41,0,2
Toby Collyer,43,eng ENG,CM,21-023,15,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
Noussair Mazraoui,3,ma MAR,WB,27-073,80,43,30,13,0,0,0,2,13,0,0,0,0,36,0,4
Tyrell Malacia,12,nl NED,WB,25-162,10,2,1,1,0,0,0,0,1,0,0,0,0,2,0,0
Diogo Dalot,20,pt POR,WB,25-314,90,44,38,5,0,0,0,1,5,0,0,0,0,37,1,1
Lisandro Martínez,6,ar ARG,CB,27-008,90,60,60,0,0,0,0,0,0,0,0,0,0,55,0,1
Harry Maguire,5,eng ENG,CB,31-327,90,58,58,0,0,0,0,0,0,0,0,0,0,56,0,0
Matthijs de Ligt,4,nl NED,CB,25-167,57,39,39,0,0,0,2,0,0,0,0,0,0,34,0,0
Leny Yoro,15,fr FRA,CB,19-074,33,13,13,0,0,0,0,0,0,0,0,0,0,13,0,0
André Onana,24,cm CMR,GK,28-299,90,43,32,11,2,0,0,0,0,0,0,0,0,23,0,0
