Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Yoane Wissa,11,cd COD,FW,28-171,90,16,15,0,0,0,1,1,0,0,0,0,0,11,1,0
Kevin Schade,7,de GER,LW,23-086,86,20,19,1,0,0,0,0,1,0,0,0,0,13,0,0
Yunus Emre Konak,26,tr TUR,LW,19-042,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
Bryan Mbeumo,19,cm CMR,RW,25-198,90,38,33,5,2,0,1,7,0,3,1,0,0,27,0,0
Mikkel Damsgaard,24,dk DEN,AM,24-233,71,48,42,6,2,1,0,9,0,3,2,0,0,29,0,1
Fabio Carvalho,14,pt POR,AM,22-175,19,9,9,0,0,0,0,0,0,0,0,0,0,7,0,0
Vitaly Janelt,27,de GER,DM,26-287,72,28,28,0,0,0,0,0,0,0,0,0,0,28,0,0
Edmond-Paris Maghoma,32,eng ENG,DM,23-289,18,11,11,0,0,0,0,0,0,0,0,0,0,10,0,1
Christian Nørgaard,6,dk DEN,DM,30-348,45,18,18,0,0,0,0,0,0,0,0,0,0,14,0,0
Yehor Yarmoliuk,18,ua UKR,DM,20-357,45,35,35,0,0,0,0,0,0,0,0,0,0,32,0,2
Keane Lewis-Potter,23,eng ENG,LB,23-365,90,53,47,6,0,1,0,1,6,0,0,0,0,44,0,1
Ethan Pinnock,5,jm JAM,CB,31-268,90,49,40,9,2,0,0,0,0,0,0,0,0,45,0,1
Nathan Collins,22,ie IRL,CB,23-297,90,52,50,2,2,0,0,0,0,0,0,0,0,47,0,1
Kristoffer Ajer,20,no NOR,RB,26-310,83,35,31,4,0,0,0,1,4,0,0,0,0,30,0,0
Michael Kayode,33,it ITA,RB,20-226,7,6,5,1,0,0,0,1,1,0,0,0,0,5,0,0
Mark Flekken,1,nl NED,GK,31-253,90,40,36,4,3,0,0,0,0,0,0,0,0,35,0,0
