Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Son Heung-min,7,kr KOR,"FW,LW",32-195,90,44,1,6,10,28,3,44,2,1,50.0,1,50.0,16,117,60,2,1,2,2,3,28,6
James Maddison,10,eng ENG,"AM,DM",28-057,90,71,0,7,40,24,3,71,4,1,25.0,3,75.0,37,167,72,1,2,1,3,0,58,6
Dejan Kulusevski,21,se SWE,"AM,RW",24-269,90,54,0,5,24,26,2,54,4,1,25.0,3,75.0,35,213,87,3,1,1,3,1,43,10
Lucas Bergvall,15,se SWE,"DM,CM",18-352,90,89,3,20,53,17,0,89,1,0,0.0,1,100.0,44,225,129,1,0,0,0,1,70,0
Pape Matar Sarr,29,sn SEN,"CM,DM",22-127,72,51,2,13,30,8,1,51,0,0,,0,,26,154,69,2,1,1,0,1,37,2
Mikey Moore,47,eng ENG,AM,17-161,18,17,0,0,3,14,4,17,0,0,,0,,10,74,43,3,0,1,0,1,14,7
Djed Spence,24,eng ENG,"LB,WB",24-163,90,79,3,15,35,31,5,79,11,9,81.8,1,9.1,46,264,112,3,1,3,2,5,60,7
Pedro Porro,23,es ESP,"RB,WB",25-128,90,80,3,19,31,30,0,80,2,1,50.0,1,50.0,34,163,104,1,0,0,1,0,49,9
Ben Davies,33,wls WAL,CB,31-270,90,114,12,52,51,11,1,114,0,0,,0,,49,207,135,0,2,0,0,0,85,4
Radu Drăgușin,6,ro ROU,CB,22-351,45,40,9,24,15,1,0,40,0,0,,0,,24,126,82,0,0,0,0,0,29,0
Richarlison,9,br BRA,FW,27-254,45,14,0,0,7,7,3,14,1,0,0.0,1,100.0,3,3,0,0,0,0,1,0,9,1
Archie Gray,14,eng ENG,CB,18-313,90,72,9,36,30,6,0,72,0,0,,0,,38,162,77,0,0,0,1,0,50,1
Antonín Kinský,31,cz CZE,GK,21-312,90,38,37,38,0,0,0,38,0,0,,0,,15,50,25,0,0,0,0,0,21,0
