Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Son Heung-min,7,kr KOR,"FW,LW",32-195,90,0,0,0,0,0,0,3,0,1,0,0,0,4,2,1,66.7
James Maddison,10,eng ENG,"AM,DM",28-057,90,0,0,0,3,2,0,2,0,1,0,0,0,5,0,0,
Dejan Kulusevski,21,se SWE,"AM,RW",24-269,90,0,0,0,2,2,0,2,0,0,0,0,0,3,0,2,0.0
Lucas Bergvall,15,se SWE,"DM,CM",18-352,90,1,0,0,2,2,0,0,1,3,0,0,0,5,0,0,
Pape Matar Sarr,29,sn SEN,"CM,DM",22-127,72,0,0,0,0,1,0,1,1,1,0,0,0,6,1,2,33.3
Mikey Moore,47,eng ENG,AM,17-161,18,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,
Djed Spence,24,eng ENG,"LB,WB",24-163,90,0,0,0,1,2,1,3,0,3,0,0,0,6,2,0,100.0
Pedro Porro,23,es ESP,"RB,WB",25-128,90,0,0,0,0,1,0,3,1,2,0,0,0,3,0,0,
Ben Davies,33,wls WAL,CB,31-270,90,0,0,0,2,2,0,1,0,3,0,0,0,0,6,6,50.0
Radu Drăgușin,6,ro ROU,CB,22-351,45,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,25.0
Richarlison,9,br BRA,FW,27-254,45,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,66.7
Archie Gray,14,eng ENG,CB,18-313,90,0,0,0,2,0,0,0,1,1,0,0,1,4,0,1,0.0
Antonín Kinský,31,cz CZE,GK,21-312,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
