Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Jamie Vardy,9,eng ENG,FW,37-324,63,18,1,1,9,8,2,18,3,1,33.3,2,66.7,4,46,25,2,0,0,0,0,7,3
Patson Daka,20,zm ZAM,FW,26-052,27,11,0,1,6,5,2,11,0,0,,0,,10,35,20,2,1,0,1,1,9,4
Jordan Ayew,18,gh GHA,AM,33-080,79,33,1,7,21,7,1,33,5,0,0.0,5,100.0,28,148,62,2,2,0,1,1,23,2
Bobby De Cordova-Reid,14,jm JAM,AM,31-302,11,9,1,3,3,3,0,9,0,0,,0,,4,20,13,0,1,0,0,0,6,0
Facundo Buonanotte,40,ar ARG,AM,19-343,63,24,0,4,13,7,3,24,3,0,0.0,3,100.0,13,78,42,2,1,1,1,0,8,0
Stephy Mavididi,10,eng ENG,AM,26-183,27,26,0,2,11,14,1,26,7,4,57.1,3,42.9,19,144,95,3,3,0,0,1,17,4
Wilfred Ndidi,6,ng NGA,CM,27-350,90,52,3,17,24,11,1,52,2,0,0.0,2,100.0,31,97,33,0,1,0,1,2,31,1
Boubakary Soumaré,24,fr FRA,CM,25-277,63,43,2,9,32,2,0,43,1,1,100.0,0,0.0,30,103,35,0,0,0,0,0,30,0
Oliver Skipp,22,eng ENG,CM,24-075,27,13,1,4,6,3,0,13,0,0,,0,,6,42,27,2,1,0,1,0,7,1
Luke Thomas,33,eng ENG,WB,23-173,90,67,2,31,19,17,4,67,0,0,,0,,32,82,52,1,0,1,1,0,32,5
James Justin,2,eng ENG,WB,26-281,90,43,1,17,13,13,1,43,1,0,0.0,0,0.0,20,119,72,2,3,0,4,0,22,5
Caleb Okoli,5,it ITA,CB,23-140,34,16,3,12,4,0,0,16,0,0,,0,,10,51,20,0,0,0,0,0,9,0
Jannik Vestergaard,23,dk DEN,CB,32-119,56,40,5,21,18,1,0,40,0,0,,0,,29,87,39,0,0,0,0,0,30,0
Conor Coady,4,eng ENG,CB,31-279,90,43,15,25,16,2,0,43,0,0,,0,,24,81,47,0,0,0,0,0,28,0
Wout Faes,3,be BEL,CB,26-241,90,45,11,21,22,2,0,45,0,0,,0,,28,100,59,0,1,0,2,0,29,0
Mads Hermansen,30,dk DEN,GK,24-142,90,45,33,44,1,0,0,45,1,1,100.0,0,0.0,29,120,57,0,0,0,0,0,20,0
