Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Liam Delap,19,eng ENG,FW,21-359,90,0,0,0,1,3,0,1,0,0,0,0,0,1,2,4,33.3
Nathan Broadhead,33,wls WAL,LW,26-302,62,0,0,0,0,1,0,1,0,0,0,0,0,7,0,1,0.0
Jaden Philogene Bidace,29,eng ENG,"LW,RW",22-359,28,0,0,0,2,0,0,3,0,1,0,0,0,5,0,0,
Omari Hutchinson,20,eng ENG,"RW,AM",21-094,90,0,0,0,2,0,0,3,0,0,0,0,0,6,0,1,0.0
Julio Enciso,9,py PAR,"AM,LW",21-009,88,0,0,0,1,2,0,2,1,1,0,0,0,7,1,2,33.3
George Hirst,27,sct SCO,LW,25-352,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
Jens Cajuste,12,se SWE,DM,25-175,76,0,0,0,0,2,0,0,1,2,0,0,0,6,2,1,66.7
Jack Taylor,14,ie IRL,DM,26-223,14,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
Sam Morsy,5,eg EGY,DM,33-144,90,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,100.0
Leif Davis,3,eng ENG,LB,25-020,87,0,0,0,2,1,0,3,0,0,0,0,0,2,2,0,100.0
Jack Clarke,47,eng ENG,LB,24-070,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Jacob Greaves,24,eng ENG,CB,24-142,90,0,0,0,2,0,0,0,0,2,0,0,0,4,4,6,40.0
Dara O'Shea,26,ie IRL,CB,25-334,90,0,0,0,1,2,0,0,1,0,0,0,0,4,6,11,35.3
Axel Tuanzebe,40,cd COD,RB,27-079,90,0,0,0,0,3,0,1,1,1,0,0,0,8,0,0,
Arijanet Muric,1,xk KVX,GK,26-086,90,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,
