Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Jørgen Strand Larsen,9,no NOR,FW,24-335,90,26,1,1,10,15,8,26,0,0,,0,,10,41,29,2,1,1,3,1,17,4
Hwang Hee-chan,11,kr KOR,AM,28-346,74,38,2,3,13,23,5,38,1,0,0.0,1,100.0,23,178,108,5,3,3,1,2,28,12
Carlos Forbs,26,pt POR,AM,20-293,16,8,0,2,1,5,1,8,2,1,50.0,1,50.0,5,24,12,0,0,0,0,1,5,2
Gonçalo Guedes,29,pt POR,AM,28-038,74,41,0,2,18,23,3,41,2,0,0.0,2,100.0,21,177,126,4,3,1,2,1,33,5
Pablo Sarabia,21,es ESP,AM,32-240,16,21,0,1,6,14,1,21,0,0,,0,,11,64,36,2,1,0,1,0,14,3
João Gomes,8,br BRA,CM,23-329,90,87,5,15,52,20,1,87,1,0,0.0,1,100.0,44,376,176,3,1,0,1,2,58,5
Tommy Doyle,20,eng ENG,CM,23-081,58,38,1,4,23,12,0,38,1,0,0.0,0,0.0,21,87,48,2,1,0,0,0,28,0
Mario Lemina,5,ga GAB,CM,31-127,32,31,3,9,12,10,0,31,0,0,,0,,16,117,76,0,1,0,1,1,20,1
Rodrigo Gomes,19,pt POR,WB,21-183,90,53,3,5,22,26,3,53,3,1,33.3,2,66.7,30,183,87,3,2,0,2,1,37,14
Pedro Lima,37,br BRA,WB,18-189,58,33,0,6,6,21,2,33,1,0,0.0,1,100.0,13,74,47,3,2,1,1,0,20,8
Jean-Ricner Bellegarde,27,fr FRA,WB,26-193,32,18,0,1,8,9,1,18,0,0,,0,,10,90,32,1,0,0,0,0,16,4
Rayan Aït-Nouri,3,dz ALG,CB,23-214,90,86,2,19,44,25,2,86,3,2,66.7,1,33.3,48,240,170,5,2,0,0,0,63,7
Santiago Bueno,4,uy URU,CB,26-058,90,85,6,36,46,4,4,85,0,0,,0,,49,339,275,0,1,0,0,0,58,0
Matt Doherty,2,ie IRL,CB,32-356,90,94,6,34,57,5,1,94,0,0,,0,,51,317,250,3,0,0,1,0,69,2
José Sá,1,pt POR,GK,31-355,90,39,25,37,2,0,0,39,0,0,,0,,20,131,85,0,0,0,0,0,18,0
