Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Dominic Calvert-Lewin,9,eng ENG,FW,27-196,90,1,0,0,1,0,2,0,1,0,0,0,0,2,7,7,50.0
Iliman Ndiaye,10,sn SEN,LW,24-206,90,0,0,0,0,2,0,2,3,0,0,0,0,13,0,0,
Jesper Lindstrøm,29,dk DEN,RW,24-212,45,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,
Jack Harrison,11,eng ENG,RW,27-313,45,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,
Dwight McNeil,7,eng ENG,AM,24-311,82,0,0,0,1,0,0,6,0,0,0,0,0,2,0,1,0.0
Idrissa Gana Gueye,27,sn SEN,"DM,AM",35-002,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Orel Mangala,8,be BEL,DM,26-194,82,0,0,0,1,2,0,1,5,2,0,0,0,7,1,1,50.0
James Garner,37,eng ENG,AM,23-199,8,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,
Abdoulaye Doucouré,16,ml MLI,DM,31-271,90,0,0,0,3,1,0,1,0,1,0,0,0,5,4,1,80.0
Vitaliy Mykolenko,19,ua UKR,LB,25-122,90,0,0,0,2,0,0,3,0,0,0,0,0,1,3,4,42.9
Jarrad Branthwaite,32,eng ENG,CB,22-093,90,0,0,0,0,1,0,0,3,2,0,0,0,5,3,3,50.0
James Tarkowski,6,eng ENG,CB,31-314,90,0,0,0,2,1,0,0,2,0,0,0,0,3,9,3,75.0
Ashley Young,18,eng ENG,RB,39-081,90,0,0,0,2,1,0,1,2,0,0,0,0,3,1,0,100.0
Jordan Pickford,1,eng ENG,GK,30-205,90,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
