Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Paul Onuachu,32,ng NGA,FW,30-319,45,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0
Tyler Dibling,33,eng ENG,"FW,RW",19-031,45,0,0,0,0,0,0,0,,0,1,0,1,0,0,4,0
Kamaldeen Sulemana,20,gh GHA,LW,23-056,60,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,2,0
William Smallbone,8,ie IRL,CM,25-050,30,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0
Cameron Archer,19,eng ENG,"RW,FW",23-265,60,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
Ross Stewart,11,sct SCO,FW,28-275,30,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Ryan Manning,3,ie IRL,"LM,WB",28-302,81,1,1,1,0,0,1,2,50.0,1,0,0,0,1,2,2,0
Yukinari Sugawara,16,jp JPN,WB,24-288,9,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Lesley Ugochukwu,26,fr FRA,CM,21-017,90,1,0,1,0,0,1,1,100.0,0,1,1,0,5,6,2,0
Mateus Fernandes,18,pt POR,CM,20-276,88,1,1,1,0,0,0,1,0.0,1,1,0,1,1,2,1,1
Jay Robinson,46,eng ENG,CM,18-028,2,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0
Kyle Walker-Peters,2,eng ENG,"RM,WB",27-364,90,1,1,0,0,1,0,0,,0,0,0,0,1,2,4,0
Jack Stephens,5,eng ENG,CB,31-075,90,10,5,6,4,0,4,4,100.0,0,1,1,0,1,11,3,0
Jan Bednarek,35,pl POL,CB,29-000,90,1,0,1,0,0,0,0,,0,2,1,1,0,1,9,0
Taylor Harwood-Bellis,6,eng ENG,CB,23-072,90,0,0,0,0,0,0,1,0.0,1,2,2,0,1,1,7,0
Aaron Ramsdale,30,eng ENG,GK,26-333,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
