Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Paul Onuachu,32,ng NGA,FW,30-319,45,12,3,5,5,2,1,12,0,0,,0,,3,8,8,0,0,0,0,2,7,2
Tyler Dibling,33,eng ENG,"FW,RW",19-031,45,15,4,4,4,7,0,15,1,1,100.0,0,0.0,9,81,50,2,1,0,0,3,11,1
Kamaldeen Sulemana,20,gh GHA,LW,23-056,60,28,1,8,14,10,2,28,7,0,0.0,7,100.0,16,160,71,3,3,2,3,1,14,3
William Smallbone,8,ie IRL,CM,25-050,30,19,0,2,11,6,0,19,1,0,0.0,1,100.0,9,55,27,0,1,0,0,0,12,0
Cameron Archer,19,eng ENG,"RW,FW",23-265,60,15,1,2,7,6,1,15,0,0,,0,,9,61,34,2,1,0,3,1,12,4
Ross Stewart,11,sct SCO,FW,28-275,30,7,0,2,0,5,0,7,0,0,,0,,4,19,1,0,0,0,0,1,6,0
Ryan Manning,3,ie IRL,"LM,WB",28-302,81,44,8,14,23,7,0,44,0,0,,0,,23,75,32,0,1,0,0,0,30,2
Yukinari Sugawara,16,jp JPN,WB,24-288,9,7,0,0,0,7,0,7,0,0,,0,,5,6,2,0,0,0,0,0,4,0
Lesley Ugochukwu,26,fr FRA,CM,21-017,90,37,4,15,17,5,1,37,1,0,0.0,1,100.0,19,76,34,0,0,0,0,1,24,1
Mateus Fernandes,18,pt POR,CM,20-276,88,45,2,18,17,12,0,45,1,0,0.0,1,100.0,21,210,136,2,1,0,2,1,28,0
Jay Robinson,46,eng ENG,CM,18-028,2,6,0,2,1,4,0,6,2,1,50.0,1,50.0,2,22,17,1,1,0,0,0,2,0
Kyle Walker-Peters,2,eng ENG,"RM,WB",27-364,90,49,6,18,17,14,0,49,1,0,0.0,1,100.0,35,182,101,0,1,0,3,1,32,3
Jack Stephens,5,eng ENG,CB,31-075,90,74,16,38,34,2,0,74,1,0,0.0,1,100.0,47,213,74,0,0,0,0,1,47,0
Jan Bednarek,35,pl POL,CB,29-000,90,45,17,34,9,2,1,45,0,0,,0,,25,84,21,0,0,0,0,0,28,0
Taylor Harwood-Bellis,6,eng ENG,CB,23-072,90,60,11,37,19,4,2,60,0,0,,0,,35,208,133,0,0,0,0,0,43,0
Aaron Ramsdale,30,eng ENG,GK,26-333,90,47,38,46,1,0,0,47,0,0,,0,,23,133,74,0,0,0,1,0,18,0
