Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Jamie Vardy,9,eng ENG,FW,38-047,90,17,1,1,9,7,2,17,0,0,,0,,7,41,4,0,0,0,2,0,11,3
Bobby De Cordova-Reid,14,jm JAM,LW,32-025,60,19,1,5,8,6,0,19,0,0,,0,,11,50,18,2,0,0,1,2,15,3
Stephy Mavididi,10,eng ENG,"LW,WB",26-272,30,25,1,6,6,13,0,25,3,0,0.0,1,33.3,20,118,66,2,0,0,0,1,21,4
Facundo Buonanotte,40,ar ARG,"RW,WB",20-066,90,40,1,4,22,15,1,40,2,1,50.0,1,50.0,19,109,18,0,1,0,5,2,23,4
Bilal El Khannouss,11,ma MAR,AM,20-293,90,69,0,9,34,26,1,69,0,0,,0,,38,228,116,6,5,1,1,1,54,10
Boubakary Soumaré,24,fr FRA,DM,26-000,60,29,0,7,20,2,0,29,0,0,,0,,21,117,69,2,1,0,0,2,25,2
Harry Winks,8,eng ENG,"DM,CM",29-025,30,28,0,3,25,0,0,28,0,0,,0,,17,113,75,2,0,0,0,0,25,0
Wilfred Ndidi,6,ng NGA,"DM,CM",28-073,90,60,7,17,32,11,3,60,1,1,100.0,0,0.0,20,113,42,1,1,0,1,2,32,1
Victor Bernth Kristiansen,16,dk DEN,LB,22-073,86,85,6,29,40,16,1,85,0,0,,0,,48,252,139,3,3,1,0,0,50,4
Luke Thomas,33,eng ENG,CB,23-262,4,10,0,1,7,2,0,10,0,0,,0,,6,48,43,1,0,0,0,0,7,0
Jannik Vestergaard,23,dk DEN,CB,32-208,86,68,8,26,41,1,1,68,0,0,,0,,44,224,119,1,0,0,0,0,47,0
Patson Daka,20,zm ZAM,"FW,CB",26-141,4,3,0,0,2,1,0,3,0,0,,0,,2,2,2,0,0,0,0,0,3,2
Wout Faes,3,be BEL,CB,26-330,90,56,7,22,34,1,0,56,0,0,,0,,32,212,134,0,0,0,0,0,39,0
James Justin,2,eng ENG,"RB,CB",27-004,90,76,2,22,43,12,1,76,1,0,0.0,1,100.0,27,105,51,0,0,0,2,0,36,5
Mads Hermansen,30,dk DEN,GK,24-231,90,29,19,28,1,0,0,29,0,0,,0,,15,66,36,0,0,0,0,0,21,0
