Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Jamie Vardy,9,eng ENG,FW,38-047,90,9,9,0,0,0,0,0,0,0,0,0,0,5,0,0
Bobby De Cordova-Reid,14,jm JAM,LW,32-025,60,16,16,0,0,0,0,2,0,0,0,0,0,11,0,2
Stephy Mavididi,10,eng ENG,"LW,WB",26-272,30,22,22,0,0,0,0,4,0,0,0,0,0,18,0,0
Facundo Buonanotte,40,ar ARG,"RW,WB",20-066,90,25,23,2,1,0,0,2,0,1,1,0,0,20,0,1
Bilal El Khannouss,11,ma MAR,AM,20-293,90,64,58,6,1,1,0,6,0,2,1,0,0,50,0,1
Boubakary Soumaré,24,fr FRA,DM,26-000,60,25,24,1,1,0,0,0,0,0,0,0,0,24,0,0
Harry Winks,8,eng ENG,"DM,CM",29-025,30,27,27,0,0,0,0,0,0,0,0,0,0,24,0,0
Wilfred Ndidi,6,ng NGA,"DM,CM",28-073,90,45,43,2,2,0,0,1,0,0,0,0,0,38,0,1
Victor Bernth Kristiansen,16,dk DEN,LB,22-073,86,68,58,10,2,0,0,4,8,0,0,0,0,57,0,1
Luke Thomas,33,eng ENG,CB,23-262,4,9,9,0,0,0,0,1,0,0,0,0,0,7,0,0
Jannik Vestergaard,23,dk DEN,CB,32-208,86,62,59,3,3,0,1,0,0,0,0,0,0,56,0,1
Patson Daka,20,zm ZAM,"FW,CB",26-141,4,3,3,0,0,0,0,1,0,0,0,0,0,2,0,0
Wout Faes,3,be BEL,CB,26-330,90,45,45,0,0,0,1,0,0,0,0,0,0,42,0,0
James Justin,2,eng ENG,"RB,CB",27-004,90,56,47,9,1,0,0,3,8,0,0,0,0,40,0,3
Mads Hermansen,30,dk DEN,GK,24-231,90,28,23,5,1,0,0,0,0,0,0,0,0,17,0,0
