Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Jamie Vardy,9,eng ENG,FW,38-047,90,1,0,0,1,0,0,0,,0,1,0,1,0,1,1,0
Bobby De Cordova-Reid,14,jm JAM,LW,32-025,60,2,0,1,1,0,0,1,0.0,1,0,0,0,0,2,0,0
Stephy Mavididi,10,eng ENG,"LW,WB",26-272,30,1,0,0,0,1,0,2,0.0,2,0,0,0,0,1,0,0
Facundo Buonanotte,40,ar ARG,"RW,WB",20-066,90,1,1,0,1,0,1,4,25.0,3,2,0,2,1,2,2,0
Bilal El Khannouss,11,ma MAR,AM,20-293,90,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0
Boubakary Soumaré,24,fr FRA,DM,26-000,60,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0
Harry Winks,8,eng ENG,"DM,CM",29-025,30,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
Wilfred Ndidi,6,ng NGA,"DM,CM",28-073,90,3,1,2,1,0,2,2,100.0,0,1,0,1,2,5,3,0
Victor Bernth Kristiansen,16,dk DEN,LB,22-073,86,9,5,8,0,1,7,10,70.0,3,1,0,1,2,11,6,0
Luke Thomas,33,eng ENG,CB,23-262,4,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0
Jannik Vestergaard,23,dk DEN,CB,32-208,86,2,1,1,1,0,2,2,100.0,0,2,2,0,0,2,2,0
Patson Daka,20,zm ZAM,"FW,CB",26-141,4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Wout Faes,3,be BEL,CB,26-330,90,1,1,0,1,0,1,1,100.0,0,0,0,0,1,2,8,0
James Justin,2,eng ENG,"RB,CB",27-004,90,3,1,1,2,0,2,2,100.0,0,2,1,1,1,4,5,0
Mads Hermansen,30,dk DEN,GK,24-231,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
