Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Kai Havertz,29,de GER,FW,25-228,90,15,14,1,0,0,0,0,1,0,0,0,0,7,0,1
Leandro Trossard,19,be BEL,LW,30-052,90,34,30,4,1,0,0,8,0,3,2,0,0,23,0,1
Gabriel Martinelli,11,br BRA,RW,23-221,86,24,24,0,0,0,0,1,0,0,0,0,0,15,0,2
Kieran Tierney,3,sct SCO,RW,27-234,4,3,3,0,0,0,0,1,0,0,0,0,0,2,0,0
Declan Rice,41,eng ENG,LM,26-011,90,64,53,11,8,0,0,9,0,2,2,0,0,49,0,0
Thomas Partey,5,gh GHA,"RM,CM",31-226,90,54,53,1,0,0,0,0,1,0,0,0,0,48,0,0
Ethan Nwaneri,53,eng ENG,RM,17-310,45,19,19,0,0,0,0,1,0,0,0,0,0,13,0,2
Riccardo Calafiori,33,it ITA,LB,22-251,45,30,22,8,0,0,0,0,8,0,0,0,0,27,0,0
Myles Lewis-Skelly,49,eng ENG,LB,18-121,42,24,17,7,0,0,0,1,7,0,0,0,0,22,0,0
Gabriel Magalhães,6,br BRA,CB,27-037,90,44,35,9,6,0,0,1,0,0,0,0,0,36,0,0
William Saliba,2,fr FRA,CB,23-307,90,51,49,2,2,0,0,0,0,0,0,0,0,49,0,0
Jurriën Timber,12,nl NED,RB,23-222,90,51,41,10,0,0,0,1,10,0,0,0,0,43,0,2
David Raya,22,es ESP,GK,29-132,90,38,30,8,2,0,0,0,0,0,0,0,0,25,0,0
