Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Bryan Mbeumo,19,cm CMR,FW,25-045,90,36,28,8,2,0,0,5,1,3,3,0,0,25,0,2
Fabio Carvalho,14,pt POR,"FW,CM",22-022,86,27,26,1,0,0,0,0,0,1,0,0,0,18,0,2
Ryan Trevitt,28,eng ENG,CM,21-193,4,7,6,0,0,0,0,0,0,0,0,0,0,4,1,1
Mikkel Damsgaard,24,dk DEN,CM,24-080,78,34,31,3,1,0,0,3,0,0,0,0,0,23,0,0
Yunus Emre Konak,26,tr TUR,CM,18-255,12,8,8,0,0,0,0,0,0,0,0,0,0,7,0,0
Vitaly Janelt,27,de GER,CM,26-134,90,52,51,1,1,0,1,1,0,0,0,0,0,44,0,0
Yehor Yarmoliuk,18,ua UKR,CM,20-204,62,39,39,0,0,1,0,1,0,0,0,0,0,28,0,0
Kevin Schade,7,de GER,FW,22-299,28,5,4,1,0,0,0,0,1,0,0,0,0,3,0,1
Keane Lewis-Potter,23,eng ENG,LB,23-212,90,30,29,1,0,0,1,1,1,0,0,0,0,26,0,0
Nathan Collins,22,ie IRL,CB,23-144,90,51,48,3,0,0,1,1,3,0,0,0,0,40,0,0
Ethan Pinnock,5,jm JAM,CB,31-115,90,52,44,8,0,0,0,0,1,0,0,0,0,45,0,0
Sepp van den Berg,4,nl NED,CB,22-276,90,58,54,4,0,0,0,0,4,0,0,0,0,52,0,0
Kristoffer Ajer,20,no NOR,RB,26-157,78,37,34,3,0,0,1,0,3,0,0,0,0,31,0,0
Mads Roerslev,30,dk DEN,RB,25-089,12,17,15,2,0,0,0,0,2,0,0,0,0,14,0,1
Mark Flekken,1,nl NED,GK,31-100,90,70,58,11,8,0,2,0,0,0,0,0,0,51,1,0
