Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Alexander Isak,14,se SWE,FW,25-116,77,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
William Osula,18,dk DEN,FW,21-164,13,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0
Anthony Gordon,10,eng ENG,LW,23-326,77,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0
Joe Willock,28,eng ENG,LW,25-148,13,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Jacob Murphy,23,eng ENG,RW,29-326,77,0,0,0,0,0,0,1,0.0,1,1,0,1,2,2,0,0
Miguel Almirón,24,py PAR,RW,30-340,13,1,1,0,0,1,1,1,100.0,0,1,0,1,0,1,0,0
Joelinton,7,br BRA,LM,28-154,82,0,0,0,0,0,0,0,,0,2,0,2,0,0,1,0
Lewis Miley,67,eng ENG,LM,18-259,8,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,1,0
Sandro Tonali,8,it ITA,CM,24-252,90,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0
Bruno Guimarães,39,br BRA,RM,27-060,90,5,2,1,2,2,4,6,66.7,2,3,1,2,2,7,1,0
Lewis Hall,20,eng ENG,LB,20-129,90,0,0,0,0,0,0,3,0.0,3,0,0,0,0,0,3,0
Dan Burn,33,eng ENG,CB,32-251,90,0,0,0,0,0,0,0,,0,1,1,0,1,1,2,0
Sven Botman,4,nl NED,CB,25-003,90,1,1,0,1,0,1,1,100.0,0,0,0,0,2,3,4,0
Valentino Livramento,21,eng ENG,RB,22-064,84,4,4,2,2,0,1,1,100.0,0,1,0,1,4,8,3,0
Kieran Trippier,2,eng ENG,RB,34-118,6,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0
Martin Dúbravka,1,sk SVK,GK,36-000,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
