Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
George Hirst,27,sct SCO,FW,26-057,70,0,0,0,1,1,0,0,0,0,0,0,0,0,6,3,66.7
Liam Delap,19,eng ENG,FW,22-064,20,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,100.0
Jack Clarke,47,eng ENG,LW,24-141,70,0,0,0,0,1,0,0,0,0,0,0,0,4,1,1,50.0
Jaden Philogene Bidace,29,eng ENG,LW,23-064,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Nathan Broadhead,33,wls WAL,LW,27-008,15,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,
Ben Johnson,18,eng ENG,RW,25-079,90,0,0,0,1,0,0,4,0,1,0,0,0,4,3,3,50.0
Julio Enciso,9,py PAR,AM,21-080,75,0,0,0,0,2,0,0,0,2,0,0,0,2,1,2,33.3
Jack Taylor,14,ie IRL,AM,26-294,15,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,
Jens Cajuste,12,se SWE,DM,25-246,90,0,0,0,0,1,0,0,3,1,0,0,0,2,2,0,100.0
Sam Morsy,5,eg EGY,DM,33-215,90,1,0,0,2,0,0,0,1,1,0,0,0,3,2,0,100.0
Leif Davis,3,eng ENG,LB,25-091,61,0,0,0,1,0,0,3,1,0,0,0,0,2,1,0,100.0
Conor Townsend,22,eng ENG,LB,32-040,29,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,
Cameron Burgess,15,au AUS,CB,29-174,90,0,0,0,0,1,1,0,1,0,0,0,0,1,2,2,50.0
Dara O'Shea,26,ie IRL,CB,26-040,90,0,0,0,0,2,1,0,1,0,0,0,0,2,3,4,42.9
Axel Tuanzebe,40,cd COD,RB,27-150,90,0,0,0,0,1,0,0,2,3,0,0,1,3,2,0,100.0
Alex Palmer,31,eng ENG,GK,28-246,90,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
