Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Jamie Vardy,9,eng ENG,FW,38-004,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Stephy Mavididi,10,eng ENG,"LW,LM",26-229,90,1,0,0,1,0,0,3,0.0,3,1,0,1,2,3,2,0
Facundo Buonanotte,40,ar ARG,RW,20-023,65,6,3,3,3,0,2,4,50.0,2,0,0,0,0,6,1,0
Kasey McAteer,35,ie IRL,"RB,RM",23-054,25,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Bilal El Khannouss,11,ma MAR,AM,20-250,65,2,2,0,2,0,0,0,,0,0,0,0,0,2,0,0
Patson Daka,20,zm ZAM,FW,26-098,25,1,1,0,1,0,1,1,100.0,0,1,0,1,0,1,0,0
Boubakary Soumaré,24,fr FRA,"DM,CM",25-323,90,1,1,0,1,0,1,2,50.0,1,0,0,0,2,3,2,0
Harry Winks,8,eng ENG,DM,28-348,65,0,0,0,0,0,0,0,,0,0,0,0,2,2,2,0
Oliver Skipp,22,eng ENG,CM,24-121,25,2,1,0,2,0,0,0,,0,1,0,1,0,2,0,0
Victor Bernth Kristiansen,16,dk DEN,LB,22-030,90,3,2,2,0,1,2,2,100.0,0,0,0,0,2,5,4,1
Jannik Vestergaard,23,dk DEN,CB,32-165,90,1,0,1,0,0,1,2,50.0,1,1,1,0,1,2,2,0
Wout Faes,3,be BEL,CB,26-287,90,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,3,0
James Justin,2,eng ENG,RB,26-327,79,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,3,0
Jordan Ayew,18,gh GHA,RM,33-126,11,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Jakub Stolarczyk,41,pl POL,GK,24-027,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
