Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Alexander Isak,14,se SWE,FW,25-091,72,20,19,1,0,1,0,1,0,0,0,0,0,13,0,0
Miguel Almirón,24,py PAR,RW,30-315,18,8,8,0,0,0,0,0,0,0,0,0,0,8,0,0
Anthony Gordon,10,eng ENG,"LW,FW",23-301,90,36,31,5,1,2,0,2,3,1,0,0,0,29,0,1
Jacob Murphy,23,eng ENG,RW,29-301,63,25,24,1,0,0,0,3,1,0,0,0,0,20,0,0
Harvey Barnes,11,eng ENG,"LW,RW",27-012,27,9,9,0,0,0,0,1,0,0,0,0,0,8,0,0
Joe Willock,28,eng ENG,LM,25-123,63,15,15,0,0,0,0,0,0,0,0,0,0,11,0,0
Sean Longstaff,36,eng ENG,"LM,RM",27-052,27,12,11,0,0,1,1,0,0,0,0,0,0,10,1,1
Bruno Guimarães,39,br BRA,CM,27-035,79,49,49,0,0,1,0,1,0,0,0,0,0,44,0,2
Lewis Miley,67,eng ENG,LM,18-234,11,15,15,0,0,0,0,0,0,0,0,0,0,15,0,0
Sandro Tonali,8,it ITA,"RM,CM",24-227,90,68,67,1,1,0,0,0,0,0,0,0,0,59,0,0
Lewis Hall,20,eng ENG,LB,20-104,90,67,58,9,2,0,0,2,7,0,0,0,0,58,0,0
Dan Burn,33,eng ENG,CB,32-226,90,94,93,1,1,0,1,0,0,0,0,0,0,87,0,0
Fabian Schär,5,ch SUI,CB,33-001,90,95,90,5,5,0,0,0,0,0,0,0,0,85,0,0
Valentino Livramento,21,eng ENG,RB,22-039,63,52,46,6,0,0,0,0,6,0,0,0,0,48,0,0
Kieran Trippier,2,eng ENG,RB,34-093,27,33,31,2,0,1,0,0,2,0,0,0,0,27,0,0
Martin Dúbravka,1,sk SVK,GK,35-341,90,51,41,10,2,0,0,0,0,0,0,0,0,42,0,0
