Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Ollie Watkins,11,eng ENG,FW,29-019,79,10,9,0,0,0,0,0,0,0,0,0,0,7,1,0
Jáder Durán,9,co COL,FW,21-036,11,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0
Jacob Ramsey,41,eng ENG,LW,23-235,84,18,18,0,0,0,1,0,0,0,0,0,0,15,0,1
Leon Bailey,31,jm JAM,RW,27-162,6,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
Morgan Rogers,27,eng ENG,"RW,LW",22-176,90,16,16,0,0,0,0,0,0,0,0,0,0,8,0,0
Youri Tielemans,8,be BEL,AM,27-256,90,26,20,6,2,2,0,3,0,1,0,1,0,15,0,0
Amadou Onana,24,be BEL,DM,23-155,36,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0
Lamare Bogarde,26,nl NED,DM,21-013,54,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0
Boubacar Kamara,44,fr FRA,DM,25-056,90,27,27,0,0,0,0,0,0,0,0,0,0,21,0,0
Ian Maatsen,22,nl NED,LB,22-314,45,22,19,3,0,0,0,1,3,0,0,0,0,18,0,1
Lucas Digne,12,fr FRA,LB,31-182,45,16,14,1,0,0,0,1,1,0,0,0,0,11,1,0
Tyrone Mings,5,eng ENG,CB,31-311,90,36,33,3,2,0,0,0,0,0,0,0,0,28,0,0
Ezri Konsa,4,eng ENG,CB,27-087,90,29,25,4,2,0,0,0,0,0,0,0,0,24,0,1
Matty Cash,2,pl POL,RB,27-164,90,23,17,6,0,0,0,1,6,0,0,0,0,15,0,0
Emiliano Martínez,23,ar ARG,GK,32-138,90,42,27,15,7,0,0,0,0,0,0,0,0,28,0,0
