Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Jamie Vardy,9,eng ENG,FW,37-221,78,18,1,2,9,7,3,18,0,0,,0,,9,49,16,0,1,0,2,1,12,3
Stephy Mavididi,10,eng ENG,FW,26-080,12,6,0,3,2,2,0,6,3,1,33.3,2,66.7,6,51,36,2,0,0,1,1,4,0
Bobby De Cordova-Reid,14,jm JAM,LW,31-199,85,31,6,12,11,8,1,31,0,0,,0,,17,81,26,1,0,1,0,4,22,4
Kasey McAteer,35,ie IRL,LW,22-271,5,12,2,8,4,1,1,12,0,0,,0,,3,9,4,0,0,0,0,0,3,1
Abdul Fatawu Issahaku,7,gh GHA,RW,20-164,90,49,7,20,14,16,1,49,8,3,37.5,3,37.5,27,215,98,5,2,1,6,1,27,7
Facundo Buonanotte,40,ar ARG,AM,19-240,78,35,0,5,17,13,0,35,4,1,25.0,2,50.0,18,115,51,2,1,0,3,1,20,2
Boubakary Soumaré,24,fr FRA,AM,25-174,12,4,0,1,2,1,0,4,0,0,,0,,2,7,0,0,0,0,1,0,2,0
Wilfred Ndidi,6,ng NGA,DM,27-247,90,55,11,27,23,6,3,55,2,1,50.0,1,50.0,21,115,35,0,1,0,0,2,30,2
Harry Winks,8,eng ENG,DM,28-199,90,43,2,17,24,4,0,43,1,1,100.0,0,0.0,16,103,57,1,0,0,0,0,24,0
Victor Bernth Kristiansen,16,dk DEN,LB,21-247,90,54,7,20,28,6,0,54,1,0,0.0,1,100.0,23,65,24,0,0,0,1,2,27,4
Wout Faes,3,be BEL,CB,26-138,90,40,9,27,13,0,0,40,0,0,,0,,20,66,18,0,0,0,0,1,21,0
Jannik Vestergaard,23,dk DEN,CB,32-016,90,29,9,21,8,0,0,29,0,0,,0,,11,31,17,0,0,0,0,0,12,0
James Justin,2,eng ENG,RB,26-178,90,46,5,21,16,9,1,46,0,0,,0,,18,83,49,1,0,0,0,1,19,0
Mads Hermansen,30,dk DEN,GK,24-039,90,32,30,32,0,0,0,32,0,0,,0,,21,138,52,0,0,0,0,0,12,0
