Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Jamie Vardy,9,eng ENG,FW,37-221,78,10,7,2,0,0,0,0,0,0,0,0,0,4,1,0
Stephy Mavididi,10,eng ENG,FW,26-080,12,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0
Bobby De Cordova-Reid,14,jm JAM,LW,31-199,85,24,24,0,0,0,0,1,0,0,0,0,0,15,0,2
Kasey McAteer,35,ie IRL,LW,22-271,5,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0
Abdul Fatawu Issahaku,7,gh GHA,RW,20-164,90,25,23,2,0,1,0,4,2,0,0,0,0,18,0,1
Facundo Buonanotte,40,ar ARG,AM,19-240,78,25,21,4,3,1,0,3,1,0,0,0,0,20,0,0
Boubakary Soumaré,24,fr FRA,AM,25-174,12,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
Wilfred Ndidi,6,ng NGA,DM,27-247,90,35,34,1,1,0,0,0,0,0,0,0,0,27,0,1
Harry Winks,8,eng ENG,DM,28-199,90,41,34,7,5,0,0,3,0,2,0,2,0,34,0,0
Victor Bernth Kristiansen,16,dk DEN,LB,21-247,90,36,24,12,1,0,1,2,11,0,0,0,0,28,0,0
Wout Faes,3,be BEL,CB,26-138,90,30,27,3,1,1,0,0,0,0,0,0,0,27,0,0
Jannik Vestergaard,23,dk DEN,CB,32-016,90,16,16,0,0,0,0,0,0,0,0,0,0,15,0,0
James Justin,2,eng ENG,RB,26-178,90,33,31,2,0,0,0,2,2,0,0,0,0,28,0,1
Mads Hermansen,30,dk DEN,GK,24-039,90,28,21,6,2,0,0,0,0,0,0,0,0,14,1,0
