Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Kai Havertz,29,de GER,FW,25-081,90,13,13,0,0,0,0,1,0,0,0,0,0,11,0,0
Leandro Trossard,19,be BEL,"LW,LM",29-271,58,14,13,0,0,0,0,2,0,0,0,0,0,8,1,1
Riccardo Calafiori,33,it ITA,"LB,CB",22-104,32,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
Bukayo Saka,7,eng ENG,"RW,CM,RM",22-361,90,25,23,2,1,3,0,2,0,1,1,0,0,13,0,0
Declan Rice,41,eng ENG,LM,25-230,48,15,13,2,0,0,0,2,0,2,2,0,0,13,0,0
Thomas Partey,5,gh GHA,CM,31-079,90,25,22,3,1,0,0,0,0,0,0,0,0,19,0,0
Martin Ødegaard,8,no NOR,"RM,CM",25-258,73,19,19,0,0,2,0,0,0,0,0,0,0,9,0,2
Gabriel Martinelli,11,br BRA,CM,23-074,17,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
Jurriën Timber,12,nl NED,"LB,CB,RB",23-075,79,21,14,7,1,0,0,0,6,0,0,0,0,17,0,0
Oleksandr Zinchenko,17,ua UKR,LB,27-260,11,3,2,1,0,0,0,0,1,0,0,0,0,1,0,0
Gabriel Magalhães,6,br BRA,CB,26-256,90,33,32,1,1,0,1,0,0,0,0,0,0,31,0,1
William Saliba,2,fr FRA,CB,23-160,90,51,51,0,0,0,0,0,0,0,0,0,0,48,0,0
Ben White,4,eng ENG,"RB,CB",26-328,90,28,21,6,0,0,1,0,6,0,0,0,0,20,1,1
David Raya,22,es ESP,GK,28-351,90,41,26,14,4,0,0,0,0,0,0,0,0,19,1,0
