Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Michail Antonio,9,jm JAM,FW,34-191,69,23,0,1,9,13,6,23,1,0,0.0,1,100.0,13,72,46,2,0,1,2,1,16,3
Carlos Soler,4,es ESP,"LM,CM",27-277,21,14,0,1,11,2,0,14,0,0,,0,,3,8,2,0,0,0,0,0,10,1
Mohammed Kudus,14,gh GHA,"LM,RM",24-064,85,50,2,5,25,21,6,50,4,1,25.0,3,75.0,34,218,92,4,3,3,5,3,39,10
Luis Guilherme,17,br BRA,RM,18-239,5,2,0,0,1,1,0,2,1,0,0.0,0,0.0,2,15,7,0,0,0,0,0,1,0
Lucas Paquetá,10,br BRA,CM,27-039,82,54,0,13,29,12,2,54,0,0,,0,,26,97,32,0,0,0,2,2,37,2
Crysencio Summerville,7,nl NED,LM,22-341,8,4,0,0,3,1,1,4,0,0,,0,,3,42,34,2,0,1,1,0,4,1
Tomáš Souček,28,cz CZE,CM,29-221,90,56,5,18,28,10,3,56,0,0,,0,,27,85,21,0,0,0,0,0,39,4
Jarrod Bowen,20,eng ENG,"RM,FW",27-290,90,37,0,0,18,19,7,37,1,0,0.0,1,100.0,27,218,106,6,0,5,2,0,26,8
Guido Rodríguez,24,ar ARG,DM,30-176,69,44,2,20,22,2,0,44,0,0,,0,,25,73,27,0,0,0,0,0,30,0
Edson Álvarez,19,mx MEX,DM,26-347,21,17,0,4,13,0,0,17,1,1,100.0,0,0.0,10,30,13,0,0,0,0,0,12,0
Emerson Palmieri,33,it ITA,LB,30-063,82,68,3,25,33,11,0,68,2,0,0.0,2,100.0,36,136,77,1,1,0,2,0,42,3
Aaron Cresswell,3,eng ENG,LB,34-295,8,11,0,3,6,2,0,11,0,0,,0,,1,0,0,0,0,0,0,0,4,0
Max Kilman,26,eng ENG,CB,27-135,90,81,14,59,20,2,0,81,1,1,100.0,0,0.0,54,201,130,1,1,0,0,0,66,0
Jean-Clair Todibo,25,fr FRA,CB,24-280,90,67,8,50,18,1,0,67,2,2,100.0,0,0.0,36,185,106,0,0,0,0,1,46,0
Aaron Wan-Bissaka,29,eng ENG,RB,26-314,90,67,1,22,31,15,2,67,4,3,75.0,1,25.0,38,206,101,3,1,0,3,0,47,4
Alphonse Areola,23,fr FRA,GK,31-221,90,48,36,48,0,0,0,48,0,0,,0,,29,118,72,0,0,0,0,0,32,0
