Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Gabriel Jesus,9,br BRA,FW,27-268,71,0,0,0,2,0,1,1,0,0,0,0,0,1,0,3,0.0
Mikel Merino,23,es ESP,LM,28-188,19,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,100.0
Leandro Trossard,19,be BEL,LW,30-023,90,0,0,0,0,0,0,5,0,2,0,0,0,6,0,0,
Gabriel Martinelli,11,br BRA,RW,23-192,90,0,0,0,2,2,0,4,0,2,0,0,0,4,1,3,25.0
Kai Havertz,29,de GER,"LM,FW",25-199,90,1,0,0,2,0,0,1,0,0,0,0,0,1,3,3,50.0
Declan Rice,41,eng ENG,CM,25-348,86,0,0,0,0,1,0,5,1,0,0,0,0,6,0,1,0.0
Thomas Partey,5,gh GHA,CM,31-197,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Martin Ødegaard,8,no NOR,RM,26-010,90,0,0,0,0,1,0,1,1,0,0,0,0,3,1,1,50.0
Myles Lewis-Skelly,49,eng ENG,LB,18-092,90,0,0,0,0,3,0,1,0,2,0,0,0,2,1,2,33.3
Gabriel Magalhães,6,br BRA,CB,27-008,90,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1,80.0
William Saliba,2,fr FRA,CB,23-278,90,0,0,0,1,1,0,0,1,2,0,0,0,6,1,0,100.0
Jurriën Timber,12,nl NED,RB,23-193,90,0,0,0,0,2,0,0,1,3,0,0,0,5,1,0,100.0
David Raya,22,es ESP,GK,29-103,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
