Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Ollie Watkins,11,eng ENG,FW,28-259,83,16,0,1,2,14,9,16,0,0,,0,,9,48,29,1,2,1,2,3,17,4
Emi Buendía,10,ar ARG,AM,27-264,7,4,0,0,4,1,0,4,0,0,,0,,2,1,0,0,0,0,0,0,3,1
Jacob Ramsey,41,eng ENG,LW,23-109,68,49,0,1,14,34,3,49,3,0,0.0,3,100.0,35,148,44,0,0,1,2,2,42,7
Jáder Durán,9,co COL,FW,20-276,22,10,0,0,1,9,2,10,1,0,0.0,1,100.0,7,17,8,0,1,0,1,2,10,1
John McGinn,7,sct SCO,"RW,RM",29-332,89,49,0,4,17,28,2,49,3,2,66.7,0,0.0,33,183,59,2,0,1,0,2,40,11
Jaden Philogene Bidace,19,eng ENG,RW,22-219,1,4,0,2,1,1,0,4,1,0,0.0,0,0.0,3,8,2,0,0,0,1,0,2,0
Morgan Rogers,27,eng ENG,"AM,LM,LW",22-050,90,44,1,2,20,22,7,44,6,2,33.3,3,50.0,26,128,85,3,1,1,2,3,31,9
Youri Tielemans,8,be BEL,"DM,CM",27-130,90,144,0,9,97,38,1,144,0,0,,0,,97,309,167,0,5,0,1,1,126,1
Amadou Onana,24,be BEL,DM,23-029,45,36,0,4,25,8,0,36,1,1,100.0,0,0.0,22,67,10,0,2,0,0,1,23,0
Ross Barkley,6,eng ENG,"DM,CM",30-284,45,45,1,2,25,19,1,45,0,0,,0,,35,172,72,3,1,0,0,0,38,0
Lucas Digne,12,fr FRA,LB,31-056,68,70,1,10,16,44,1,70,1,1,100.0,0,0.0,37,118,36,0,0,0,0,1,47,8
Ian Maatsen,22,nl NED,LB,22-188,22,28,1,8,11,10,2,28,1,0,0.0,1,100.0,13,46,20,0,0,0,2,0,13,3
Pau Torres,14,es ESP,CB,27-242,90,129,4,31,83,15,0,129,0,0,,0,,100,587,409,5,5,0,0,0,103,2
Ezri Konsa,4,eng ENG,CB,26-327,90,80,5,22,56,2,1,80,0,0,,0,,52,312,204,1,0,0,0,0,58,1
Lamare Bogarde,26,nl NED,RB,20-253,90,73,3,15,48,11,0,73,1,0,0.0,0,0.0,47,139,43,0,1,0,2,1,50,4
Emiliano Martínez,23,ar ARG,GK,32-012,90,23,16,23,0,0,0,23,0,0,,0,,17,92,72,0,0,0,0,0,13,0
