Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Ollie Watkins,11,eng ENG,FW,28-259,83,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Emi Buendía,10,ar ARG,AM,27-264,7,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0
Jacob Ramsey,41,eng ENG,LW,23-109,68,2,1,0,2,0,1,1,100.0,0,0,0,0,0,2,0,0
Jáder Durán,9,co COL,FW,20-276,22,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0
John McGinn,7,sct SCO,"RW,RM",29-332,89,1,1,1,0,0,1,1,100.0,0,2,0,2,0,1,0,0
Jaden Philogene Bidace,19,eng ENG,RW,22-219,1,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0
Morgan Rogers,27,eng ENG,"AM,LM,LW",22-050,90,1,0,0,0,1,1,1,100.0,0,1,1,0,0,1,0,0
Youri Tielemans,8,be BEL,"DM,CM",27-130,90,4,3,0,3,1,3,5,60.0,2,0,0,0,0,4,0,0
Amadou Onana,24,be BEL,DM,23-029,45,2,2,1,1,0,1,1,100.0,0,0,0,0,1,3,0,1
Ross Barkley,6,eng ENG,"DM,CM",30-284,45,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Lucas Digne,12,fr FRA,LB,31-056,68,2,2,1,1,0,1,2,50.0,1,0,0,0,0,2,0,0
Ian Maatsen,22,nl NED,LB,22-188,22,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,1
Pau Torres,14,es ESP,CB,27-242,90,0,0,0,0,0,0,0,,0,2,0,2,2,2,3,0
Ezri Konsa,4,eng ENG,CB,26-327,90,2,2,1,1,0,0,0,,0,0,0,0,0,2,4,0
Lamare Bogarde,26,nl NED,RB,20-253,90,5,3,1,3,1,4,5,80.0,1,1,0,1,1,6,1,0
Emiliano Martínez,23,ar ARG,GK,32-012,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
